CaseNo,Address_1,DateOpened_1,CaseType,OpenClosed,Status,StatusDate_1
00640000SIGNS2           ,0 Arrowhead Dr,06/10/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,06/11/2014
34760660S                ,660 Danby Woods Dr,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/10/2014
11253487-3491#63         ,3487-3491 Lansdowne Dr #63 (Aka 3489 Lansdowne),06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/11/2014
15370179-4               ,179 Prall St,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
16870705-3               ,705 Self Ave,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/03/2014
02501953                 ,1953 N Broadway,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/03/2014
05151887                 ,1887 Dalton Ct,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/03/2014
05151883EXT              ,1883 Dalton Ct Exterior,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/03/2014
25961526                 ,1526 Player Dr,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/11/2014
14760445-3               ,445 Peachtree Rd,06/10/2014,Housing   ,Open  ,Reinspection                                      ,08/27/2014
03100819-3               ,819 Campbell Ln,06/10/2014,Housing   ,Open  ,Reinspection                                      ,09/29/2014
19670100-4               ,100 E Vine St,06/10/2014,Housing   ,Open  ,Reinspection                                      ,08/25/2014
05672216#9-2             ,2216 Dinsmore Dr,06/10/2014,Housing   ,Closed,Closed/Cancelled-No Response from Tenant          ,06/13/2014
05672216#42              ,2216 Dinsmore Dr,06/10/2014,Housing   ,Closed,Closed/Cancelled-No Response from Tenant          ,06/17/2014
19440526-4               ,526 N Upper St,06/10/2014,Housing   ,Closed,Closed/Cancelled-No Response from Tenant          ,06/11/2014
03042005#2               ,2005 Cambridge Dr#2,06/10/2014,Housing   ,Closed,Closed/Cancelled-No Response from Tenant          ,06/16/2014
14701029S                ,1029 Patricia Ln,06/10/2014,Housing   ,Open  ,Notice/Order Issued                               ,06/11/2014
14701013S                ,1013 Patricia Ln,06/10/2014,Housing   ,Open  ,Notice/Order Issued                               ,06/11/2014
29783644S                ,3644 Fair Ridge Dr,06/10/2014,Housing   ,Open  ,Notice/Order Issued                               ,06/11/2014
13600633#602-2           ,633 Mt Tabor Rd,06/10/2014,Housing   ,Closed,Invalid Complaint                                 ,06/10/2014
05681358#A-2             ,1358 Dix Dr,06/10/2014,Housing   ,Closed,Invalid Complaint                                 ,06/12/2014
17451319-2               ,1319 Southern Ave,06/10/2014,Housing   ,Closed,Invalid Complaint                                 ,06/12/2014
17451321-3               ,1321 Southern Ave,06/10/2014,Housing   ,Closed,Invalid Complaint                                 ,06/12/2014
19710226                 ,226 E Vista St,06/10/2014,Housing   ,Closed,Invalid Complaint                                 ,06/12/2014
07180505                 ,505 Folkstone Dr,06/10/2014,Housing   ,Closed,Closed Out                                        ,06/16/2014
08443514                 ,3514 Greentree Rd,06/10/2014,Housing   ,Closed,Closed Out                                        ,07/25/2014
12300135-145EMER312B     ,135-145 Malabu Dr #312b,06/10/2014,Housing   ,Closed,Closed Out                                        ,07/07/2014
02500734                 ,734 N Broadway (Board Up),06/10/2014,Housing   ,Closed,Closed Out                                        ,07/08/2014
02500568#27-4            ,568 N Broadway #27,06/10/2014,Housing   ,Closed,Closed Out                                        ,07/21/2014
04680339-3               ,339 Corral St,06/10/2014,Housing   ,Closed,Closed Out                                        ,09/11/2014
05100763-4               ,763 Dakota St,06/10/2014,Housing   ,Closed,Closed Out                                        ,09/11/2014
12781760#8-2             ,1760 Mccullough Dr#8 Aka 1218 Winburn Dr #8,06/10/2014,Housing   ,Closed,Closed Out                                        ,09/23/2014
34472846BRDUP            ,2846 Hanna Pl,06/10/2014,Housing   ,Closed,Closed Out                                        ,06/19/2014
34472846-2               ,2846 Hanna Pl,06/10/2014,Housing   ,Closed,Closed Out                                        ,06/19/2014
25520213#A               ,213 Creekside Ct #A,06/10/2014,Housing   ,Closed,Closed Out                                        ,09/11/2014
03041949#2               ,1949 Cambridge Dr #2,06/10/2014,Housing   ,Closed,Closed Out                                        ,09/24/2014
04103689                 ,3689 Claredon Dr,06/10/2014,Housing   ,Closed,Closed Out                                        ,07/28/2014
42882704W                ,2704 Kearney Creek Ln,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/11/2014
00430641W19              ,641 Anniston Dr,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/11/2014
19990000W                ,0 Warrington Dr,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/12/2014
12442400W5               ,2400 Maplewood Dr,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/11/2014
12670416W19              ,416 E Maxwell St,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/11/2014
08181341W7               ,1341 Grafton Dr,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/10/2014
32690627W2               ,627 Sherard Cir,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/10/2014
18580171W4               ,171 Tartan Dr,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/11/2014
32690624W                ,624 Sherard Cir,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/11/2014
06400621W8               ,621 Elk Lake Dr,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/13/2014
19440471W                ,471 N Upper St,06/10/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/12/2014
29511725                 ,1725 Headley Green,06/10/2014,Housing   ,Closed,Resolved Complaint                                ,06/17/2014
19010000W14              ,0 Todds Rd,06/09/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
01831707W4               ,1707 Biloxi Ct,06/09/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
12501857W6               ,1857 Marietta Dr,06/09/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/10/2014
26220203W3               ,203 Forest Hill Dr,06/09/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
23000609W5               ,609 Mccurdy Ct,06/09/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/11/2014
13800351W24              ,351 Nelson Ave,06/09/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/10/2014
06792066#4-2             ,2066 Fairmont Ct #4,06/09/2014,Housing   ,Closed,Closed Out                                        ,07/25/2014
05941128S                ,1128 Dunbarton Ln,06/09/2014,Housing   ,Closed,Closed Out                                        ,06/09/2014
17000685S2               ,685 Shasta Cir,06/09/2014,Housing   ,Closed,Closed Out                                        ,09/03/2014
06650722                 ,722 Euclid Ave,06/09/2014,Housing   ,Closed,Closed Out                                        ,09/11/2014
02500516EMER             ,516 N Broadway,06/09/2014,Housing   ,Closed,Closed Out                                        ,07/08/2014
17010411BRDUP            ,411 Shawnee Ave,06/09/2014,Housing   ,Closed,Closed Out                                        ,07/08/2014
43490432                 ,432 Cunningham Ln,06/09/2014,Housing   ,Closed,Closed Out                                        ,07/24/2014
10100444BRDUP-2          ,444 Jefferson St,06/09/2014,Housing   ,Closed,Closed Out                                        ,08/12/2014
15430471#109             ,471 Price Rd #109,06/09/2014,Housing   ,Closed,Closed Out                                        ,07/25/2014
34472844BRDUP            ,2844 Hanna Pl,06/09/2014,Housing   ,Closed,Closed Out                                        ,06/19/2014
14760445BRDUP-2          ,445 Peachtree Rd,06/09/2014,Housing   ,Closed,Closed Out                                        ,06/25/2014
19990000                 ,0 Warrington Dr,06/09/2014,Housing   ,Closed,Invalid Complaint                                 ,06/11/2014
25564000                 ,4000 Terminal Dr,06/09/2014,Housing   ,Closed,Invalid Complaint                                 ,06/20/2014
07980252S2               ,252 Glendale Ave,06/09/2014,Housing   ,Open  ,Notice/Order Issued                               ,06/09/2014
05151862#1-2             ,1862 Dalton Ct#1,06/09/2014,Housing   ,Open  ,Reinspection                                      ,09/11/2014
04250301                 ,301 N Cleveland Rd,06/09/2014,Housing   ,Open  ,Reinspection                                      ,09/23/2014
17010411CONDEM           ,411 Shawnee Ave,06/09/2014,Housing   ,Open  ,Housing w/Civil Penalty                           ,09/22/2014
17010411W6               ,411 Shawnee Ave,06/09/2014,Nuisance  ,Closed,Closed/Abated by City                             ,07/02/2014
19601419-1427W6          ,1419-1427 Versailles Rd,06/09/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,06/25/2014
20300220W14              ,220 Westwood Ct,06/09/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,06/26/2014
02193801W13              ,3801 Boston Rd,06/09/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/10/2014
28590312W8               ,312 Turfway Dr,06/09/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/10/2014
17930218W8               ,218 State St,06/09/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/09/2014
17930220W12              ,220 State St,06/09/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/09/2014
06500228W                ,228 Elmwood Dr,06/09/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
19500988W4               ,988 Valley Farm Dr,06/09/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
31970150W3               ,150 Old Cassidy Ave,06/09/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/27/2014
21012608W6               ,2608 Woodhill Dr,06/09/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/25/2014
10691156W4               ,1156 Kilrush Dr,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/30/2014
38990213W                ,213 Stallion Run,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/30/2014
17690655W4               ,655 Springridge Dr,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,07/24/2014
35142567-2569W           ,2567-2569 Mackenzie Ln,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
13253208W2               ,3208 Mirror Lake Dr,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/16/2014
22734251W3               ,4251 Saron Dr,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
06670585W5               ,585 Eureka Springs Dr (Aka 587),06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/26/2014
13253208W3               ,3208 Mirror Lake Dr,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,07/08/2014
02661401W8               ,1401 Bryan Ave,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/25/2014
12451007W                ,1007 Marcellus Dr,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/25/2014
11910211W9               ,211 Locust Ave,06/06/2014,Nuisance  ,Closed,Closed Nuisance                                   ,07/21/2014
18701685W2               ,1685 Hill View Pl,06/06/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/09/2014
18701689W2               ,1689 Hill View Pl,06/06/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/09/2014
20910101W3               ,101 Withers Ave,06/06/2014,Nuisance  ,Closed,Closed/Abated by City                             ,07/02/2014
04430127-2               ,127 Colfax St,06/06/2014,Housing   ,Open  ,Housing w/Civil Penalty                           ,09/12/2014
04650723SIGNS3           ,723 Cooper Dr,06/06/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,06/09/2014
18590000SIGNS149         ,0 Tates Creek Rd,06/06/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,06/09/2014
11600000SIGNS47          ,0 Liberty Rd,06/06/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,06/06/2014
19010000SIGNS31          ,0 Todds Rd,06/06/2014,Nuisance  ,Closed,Sign Closed-No Notice Required                    ,06/09/2014
21332417S                ,2417 Yuma Ct,06/06/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
15120524-526-3           ,524-526 Pine St,06/06/2014,Housing   ,Open  ,Reinspection                                      ,09/11/2014
05151862#8-2             ,1862 Dalton Ct #8,06/06/2014,Housing   ,Open  ,Reinspection                                      ,09/11/2014
11322553#C26             ,2553 Larkin Rd#C26,06/06/2014,Housing   ,Closed,Closed/Cancelled-No Response from Tenant          ,06/11/2014
03641349#3103            ,1349 Centre Pkwy #3103,06/06/2014,Housing   ,Closed,Invalid Complaint                                 ,06/09/2014
01991762S2               ,1762 Blue Licks Rd,06/06/2014,Housing   ,Closed,Closed Out                                        ,09/22/2014
16440902-4               ,902 Royal Ave,06/06/2014,Housing   ,Closed,Closed Out                                        ,09/15/2014
18800440                 ,440 W Third St,06/06/2014,Housing   ,Closed,Closed Out                                        ,09/23/2014
01221816                 ,1816 Barksdale Dr,06/06/2014,Housing   ,Closed,Closed Out                                        ,09/24/2014
22660748                 ,748 Gatehouse Pl,06/06/2014,Housing   ,Closed,Closed Out                                        ,08/12/2014
12000604                 ,604 Longview Dr,06/06/2014,Housing   ,Closed,Closed Out                                        ,07/28/2014
34382120W5               ,2120 Allegheny Way,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
04731830W2               ,1830 Courtland Dr,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
11601928W8               ,1928 Liberty Rd,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
33690792W                ,792 Rambling Creek Dr,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
33690776W4               ,776 Rambling Creek Dr,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
42620693W                ,693 Maidencane Dr,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
11340365W5               ,365 Larkwood Dr,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
34472800W4               ,2800 Hanna Pl,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
17730447W2               ,447 Squires Rd,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
03641206W2               ,1206 Centre Pkwy,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
12040536W16              ,536 E Loudon Ave,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
13840254W2               ,254 E New Circle Rd,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
11910131W11              ,131 Locust Ave,06/06/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/09/2014
03960251#1222            ,251 Chippendale Cir #1222,06/06/2014,Housing   ,Closed,Resolved Complaint                                ,06/09/2014
09510510#10-2            ,510 Hollow Creek Rd#10,06/06/2014,Housing   ,Closed,Resolved Complaint                                ,06/16/2014
03670468W10              ,468 Chair Ave,06/05/2014,Nuisance  ,Open  ,Nuisance - Open                                   ,06/06/2014
16891910W3               ,1910 Seven Pines Dr,06/05/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/05/2014
32420689W5               ,689 Smugglers Notch Dr,06/05/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/06/2014
22962360W2               ,2360 Fortune Dr,06/05/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/17/2014
16400343W                ,343 Ross Ave,06/05/2014,Nuisance  ,Closed,Invalid Nuisance                                  ,06/06/2014
25922332S                ,2332 Abbeywood Pl,06/05/2014,Housing   ,Closed,Closed Out                                        ,06/09/2014
04813500S2               ,3500 Creekwood Dr,06/05/2014,Housing   ,Closed,Closed Out                                        ,07/15/2014
25922332S2               ,2332 Abbeywood Pl,06/05/2014,Housing   ,Closed,Closed Out                                        ,07/28/2014
23302284S                ,2284 Abbeywood Rd,06/05/2014,Housing   ,Closed,Closed Out                                        ,07/28/2014
14820107S                ,107 Penmoken Park,06/05/2014,Housing   ,Closed,Closed Out                                        ,08/06/2014
17383291S2               ,3291 Snaffle Rd,06/05/2014,Housing   ,Closed,Closed Out                                        ,08/14/2014
05941124S                ,1124 Dunbarton Ln,06/05/2014,Housing   ,Closed,Closed Out                                        ,08/14/2014
17000681S2               ,681 Shasta Cir,06/05/2014,Housing   ,Closed,Closed Out                                        ,09/03/2014
05941132S                ,1132 Dunbarton Ln,06/05/2014,Housing   ,Closed,Closed Out                                        ,09/22/2014
20542125#2-4             ,2125 Will Fant Dr,06/05/2014,Housing   ,Closed,Closed Out                                        ,07/21/2014
18472107-3               ,2107 Tamarack Dr,06/05/2014,Housing   ,Closed,Closed Out                                        ,06/25/2014
37022601-4               ,2601 Coronado Ridge,06/05/2014,Housing   ,Closed,Closed Out                                        ,10/01/2014
01573851-2               ,3851 Belleau Wood Dr,06/05/2014,Housing   ,Closed,Invalid Complaint                                 ,06/06/2014
05100707-5               ,707 Dakota St,06/05/2014,Housing   ,Closed,Invalid Complaint                                 ,06/06/2014
02900910                 ,910 Byars Ave,06/05/2014,Housing   ,Closed,Invalid Complaint                                 ,06/06/2014
16830338-3               ,338 E Second St,06/05/2014,Housing   ,Closed,Invalid Complaint                                 ,06/06/2014
31433459S                ,3459 Spendthrift Way,06/05/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
14820108S                ,108 Penmoken Park,06/05/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
14820104S                ,104 Penmoken Park,06/05/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
14820103S                ,103 Penmoken Park,06/05/2014,Housing   ,Open  ,Reinspection                                      ,09/24/2014
02570820                 ,820 Brookhill Dr,06/05/2014,Housing   ,Open  ,Reinspection                                      ,07/21/2014
00430608                 ,608 Anniston Dr,06/05/2014,Housing   ,Open  ,Reinspection                                      ,09/11/2014
32177959-3               ,7959 Old Richmond Rd,06/05/2014,Housing   ,Open  ,Reinspection                                      ,08/25/2014
06001961                 ,1961 Dunkirk Dr,06/05/2014,Housing   ,Open  ,Reinspection                                      ,08/27/2014
06002040-4               ,2040 Dunkirk Dr,06/05/2014,Housing   ,Open  ,Reinspection                                      ,08/27/2014
03721877S                ,1877 Charlbury Ct,06/05/2014,Housing   ,Open  ,Notice/Order Issued                               ,06/11/2014
03730643S                ,643 Charlbury Rd,06/05/2014,Housing   ,Open  ,Notice/Order Issued                               ,06/11/2014
03730647S                ,647 Charlbury Rd,06/05/2014,Housing   ,Open  ,Notice/Order Issued                               ,06/11/2014
32178821-2               ,8821 Old Richmond Rd,06/05/2014,Housing   ,Open  ,Housing w/Civil Penalty                           ,09/08/2014
32210000W8               ,0 Newtown Pike,06/05/2014,Nuisance  ,Closed,Closed/Abated by City                             ,06/23/2014
20410849W2               ,849 Whitney Ave,06/05/2014,Nuisance  ,Closed,Closed/Abated by City                             ,06/20/2014
43103333W3               ,3333 Hibernia Pass,06/05/2014,Nuisance  ,Closed,Closed/Abated by City                             ,07/13/2014
43103337W3               ,3337 Hibernia Pass,06/05/2014,Nuisance  ,Closed,Closed/Abated by City                             ,07/13/2014
20310125W12              ,125 Westwood Dr,06/05/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/05/2014
02570820W                ,820 Brookhill Dr,06/05/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/09/2014
18010231-233W9           ,231-233 Stone Ave,06/05/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/06/2014
41690000W                ,0 Windstar Way,06/05/2014,Nuisance  ,Closed,Nuisance Resolved w/o Notice/Order                ,06/12/2014
05342000W13              ,2000 Deauville Dr,06/05/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,06/27/2014
00231292W5               ,1292 Alexandria Dr,06/05/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,07/09/2014
00231294W10              ,1294 Alexandria Dr,06/05/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,07/09/2014
06080206W7               ,206 Eastern Ave,06/05/2014,Nuisance  ,Closed,Nuisance Closed w/Civil Penalty                   ,07/07/2014
20410860W5               ,860 Whitney Ave,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
42882864-2812W           ,2864-2812 Kearney Creek Ln,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/27/2014
13720892W2               ,892 Nandino Blvd,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/27/2014
11960138W29              ,138 Londonderry Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/27/2014
06001961W6               ,1961 Dunkirk Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/30/2014
10871995W4               ,1995 Knight Ln,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,07/07/2014
12512033W11              ,2033 Mark Ave,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,07/07/2014
12512016W14              ,2016 Mark Ave,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,07/07/2014
03670470W10              ,470 Chair Ave,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
03670472W10              ,472 Chair Ave,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
12070639W10              ,639 Lower St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
12070641W3               ,641 Lower St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
12070643W2               ,643 Lower St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
12070645W2               ,645 Lower St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
12070647W2               ,647 Lower St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
12070653W10              ,653 Lower St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
14710636W2               ,636 Patterson St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
14710638W2               ,638 Patterson St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
14710640W2               ,640 Patterson St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
14710642W4               ,642 Patterson St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
14710644W2               ,644 Patterson St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
03191613W                ,1613 Cantrill Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/20/2014
42202196W2               ,2196 Thunderstick Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/20/2014
19930891W14              ,891 Ward Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/20/2014
00340332W10              ,332 American Ave,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
00340342W13              ,342 American Ave,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
35200200W11              ,200 Mousas Way,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/18/2014
38443308W2               ,3308 Tahoe Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
13572897W3               ,2897 Mt Mckinley Way,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
08181345W7               ,1345 Grafton Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
20794039W                ,4039 Winnepeg Way,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
17941355W2               ,1355 Stephen Foster Dr,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/26/2014
32177959W3               ,7959 Old Richmond Rd,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/01/2014
10100448W5               ,448 Jefferson St,06/05/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
05810419W4               ,419 Douglas Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
15430400W11              ,400 Price Rd,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
07120740W9               ,740 Florence Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
07120757W5               ,757 Florence Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
02350782W4               ,782 Breathitt Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
02350780W7               ,780 Breathitt Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
02350778W12              ,778 Breathitt Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
02350763W3               ,763 Breathitt Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
05810423W4               ,423 Douglas Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
05810410W                ,410 Douglas Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
08460410W8               ,410 Greenwood Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
03940712W4               ,712 Chiles Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
16862426W                ,2426 Seine Rd,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/27/2014
13900224W7               ,224 Newcastle Ct,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/27/2014
07120763W14              ,763 Florence Ave,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/30/2014
02193401W11              ,3401 Boston Rd,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
07852107W5               ,2107 Georgian Way,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,08/06/2014
02501729W5               ,1729 N Broadway,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/19/2014
02501733W2               ,1733 N Broadway,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/19/2014
15620221W                ,221 Radcliffe Rd,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/19/2014
19930851W11              ,851 Ward Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/19/2014
12000575W                ,575 Longview Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/16/2014
02432036W                ,2036 Bridgeport Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/20/2014
02570755W3               ,755 Brookhill Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/20/2014
07202000W                ,2000 Fontaine Rd,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
29990732W                ,732 Pioneer Ln,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/18/2014
29990744W2               ,744 Pioneer Ln,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/18/2014
29990709W                ,709 Pioneer Ln,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
29003173W7               ,3173 Glenwood Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
29003176W6               ,3176 Glenwood Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
29003177W8               ,3177 Glenwood Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
29620788W2               ,788 Orlean Cir,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/23/2014
10550281W3               ,281 Kenlock Dr,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,06/24/2014
32177962W4               ,7962 Old Richmond Rd,06/04/2014,Nuisance  ,Closed,Closed Nuisance                                   ,07/18/2014
