permit_no;date;address;type;work;entity;start;end;lnblock
 27169;04/09/2014;1257 Colonial Dr;Installation;Repair;Columbia Gas;06/10/2014;07/01/2014;No
 27170;04/09/2014;Brittany Ln;Installation;Repair;Columbia Gas;04/16/2014;05/07/2014;No
 27171;04/09/2014;540 W Main St;Street Cut;Repair;LFUCG-San Sewers (Water Quality);04/14/2014;05/05/2014;Yes
 27172;04/09/2014;601 & 603 Boonesboro Ave;Installation;New Construction;Kentucky Utilities;04/13/2014;06/30/2014;No
 27162;04/08/2014;200 Vanderbilt Dr;Annual General Permit;Repair;Columbia Gas;04/02/2014;04/23/2014;No
 27163;04/08/2014;910 Charwood Dr;Annual General Permit;Repair;Columbia Gas;04/02/2014;04/08/2014;No
 27151;04/08/2014;3288 Hunting Hills Dr;Installation;Repair;Columbia Gas;03/31/2014;04/21/2014;No
 27152;04/08/2014;1441 Anniston Dr;Street Cut;Repair;LFUCG-San Sewers (Water Quality);04/10/2014;05/01/2014;Yes
 27153;04/08/2014;645-653 Rosewood Dr;Street Cut;Repair;LFUCG-San Sewers (Water Quality);04/10/2014;05/01/2014;Yes
 27154;04/08/2014;1820-1877 Marietta Dr;Street Cut;Repair;LFUCG-San Sewers (Water Quality);04/10/2014;05/01/2014;Yes
 27160;04/08/2014;162 St James Dr;Installation;Repair;Columbia Gas;04/01/2014;05/22/2014;No
 27161;04/08/2014;3604 Walden Dr;Installation;Maintenance;Kentucky American Water;04/02/2014;05/20/2014;No
 27148;04/08/2014;120 Penmoken Park;Annual General Permit;Repair;Columbia Gas;03/31/2014;04/08/2014;No
 27149;04/08/2014;2913 Ark Royal Way;Annual General Permit;Repair;Columbia Gas;03/31/2014;04/08/2014;No
 27150;04/08/2014;451 S Ashland Ave;Annual General Permit;Repair;Columbia Gas;03/31/2014;04/08/2014;No
 27155;04/08/2014;1100 Stowbridge Ln;Annual General Permit;Repair;Columbia Gas;04/01/2014;04/08/2014;No
 27156;04/08/2014;3293 Hunting Hills Dr;Annual General Permit;Repair;Columbia Gas;04/01/2014;04/08/2014;No
 27157;04/08/2014;3301 Hunting Hills Dr;Annual General Permit;Repair;Columbia Gas;04/01/2014;04/08/2014;No
 27158;04/08/2014;3301 Fox Den Cir;Annual General Permit;Repair;Columbia Gas;04/01/2014;04/08/2014;No
 27159;04/08/2014;3412 Fox Den Cir;Annual General Permit;;Columbia Gas;04/01/2014;04/08/2014;No
 27139;04/07/2014;107 N Hanover Ave;Annual General Permit;Repair;Columbia Gas;04/01/2014;04/22/2014;No
 27140;04/07/2014;28 Mentelle Park;Installation;Repair;Columbia Gas;04/01/2014;04/04/2014;No
 27141;04/07/2014;723 National Ave;Installation;Repair;Columbia Gas;04/01/2014;04/22/2014;No
 27135;04/07/2014;135 W Main St;Installation;Repair;Columbia Gas;03/31/2014;10/10/2014;No
 27132;04/07/2014;844 W High St;Street Cut;Repair;Columbia Gas;03/28/2014;04/18/2014;Yes
 27133;04/07/2014;;Installation;Maintenance;LFUCG-San Sewers (Water Quality);04/14/2014;05/05/2014;No
 27134;04/07/2014;2393 Woodfield Cir;Annual General Permit;Repair;Columbia Gas;03/31/2014;04/21/2014;No
 27129;04/07/2014;439 Queensway Dr;Installation;Repair;Columbia Gas;03/24/2014;04/04/2014;No
 27131;04/07/2014;848 N Limestone;Street Cut;Repair;Columbia Gas;03/27/2014;04/17/2014;Yes
 27130;04/07/2014;1409 N Forbes Rd;Street Cut;Repair;Columbia Gas;03/24/2014;04/14/2014;Yes
 27142;04/07/2014;Marquis Ave;Street Cut;Repair;Columbia Gas;04/01/2014;04/22/2014;Yes
 27136;04/07/2014;407-411 S Mill St;Street Cut;Maintenance;Kentucky American Water;04/01/2014;07/22/2014;Yes
 27137;04/07/2014;Bennett Ave;Street Cut;Maintenance;Kentucky American Water;04/04/2014;04/25/2014;Yes
 27138;04/07/2014;1757 Bahama Rd;Annual General Permit;Repair;Columbia Gas;03/31/2014;04/04/2014;No
 27143;04/07/2014;327 Riviera Ct;Annual General Permit;New Construction;Columbia Gas;04/16/2014;05/07/2014;No
 27144;04/07/2014;314 Transylvania Park;Installation;Repair;Columbia Gas;04/02/2014;04/23/2014;No
 27145;04/07/2014;619 N Upper St;Street Cut;;Columbia Gas;04/02/2014;06/30/2014;Yes
 27146;04/07/2014;128 Walton Ave;Street Cut;Repair;Columbia Gas;04/02/2014;08/18/2014;Yes
 27147;04/07/2014;Lexington Ave;Street Cut;New Construction;Columbia Gas;04/16/2014;05/07/2014;Yes
 27082;04/02/2014;Skillman Aly;Installation;Maintenance;Kentucky Utilities;03/24/2014;04/14/2014;No
 27084;04/02/2014;840 Bennett Ave;Annual General Permit;Repair;Columbia Gas;03/25/2014;04/01/2014;No
 27085;04/02/2014;2124 Marquesas Ln;Annual General Permit;Repair;Columbia Gas;03/25/2014;04/01/2014;No
 27086;04/02/2014;2125 Marquesas Ln;Annual General Permit;Repair;Columbia Gas;03/25/2014;04/01/2014;No
 27087;04/02/2014;2108 Marquesas Ln;Annual General Permit;Repair;Columbia Gas;03/25/2014;04/01/2014;No
 27088;04/02/2014;Marquesas Ln;Installation;Repair;Columbia Gas;03/25/2014;04/01/2014;No
 27089;04/02/2014;1196 Autumn Ridge Dr;Annual General Permit;New Construction;Columbia Gas;04/09/2014;11/14/2014;No
 27090;04/02/2014;3326 Lawson Ln;Annual General Permit;New Construction;Columbia Gas;04/09/2014;04/30/2014;No
 27091;04/02/2014;Blue Ash Dr;Annual General Permit;Repair;Columbia Gas;04/09/2014;04/30/2014;No
 27092;04/02/2014;Birch Dr;Annual General Permit;Repair;Columbia Gas;04/16/2014;04/07/2014;No
 27093;04/02/2014;393 Bassett Ave;Installation;New Construction;Columbia Gas;04/09/2014;11/05/2014;No
 27094;04/02/2014;1104 Pepperhill Cir;Installation;New Construction;Columbia Gas;04/09/2014;04/30/2014;No
 27095;04/02/2014;1612 Clays Mill Rd;Street Cut;Repair;Columbia Gas;07/09/2014;07/30/2014;Yes
 27096;04/02/2014;2885 Winter Garden;Installation;New Construction;Kentucky American Water;04/10/2014;05/01/2014;No
 27097;04/02/2014;2344 Woodfield Cir;Installation;Repair;Columbia Gas;03/26/2014;04/01/2014;No
 27098;04/02/2014;1403 Mercer Rd;Annual General Permit;Repair;Columbia Gas;03/26/2014;04/01/2014;No
 27099;04/02/2014;3865 Gladman Way;Annual General Permit;Repair;Columbia Gas;03/26/2014;04/01/2014;No
 27100;04/02/2014;665 Lombardy Dr;Annual General Permit;Repair;Columbia Gas;03/26/2014;04/01/2014;No
 27101;04/02/2014;1344 Harrodsburg Rd;Installation;Maintenance;Kentucky American Water;03/26/2014;04/16/2014;No
 27102;04/02/2014;300, 306 Mariemont Dr;Installation;Maintenance;Kentucky American Water;03/26/2014;06/30/2014;No
 27103;04/02/2014;17 Deepwood Dr;Installation;Repair;Columbia Gas;03/26/2014;04/01/2014;No
 27104;04/02/2014;;Street Cut;New Construction;Kentucky Utilities;03/31/2014;07/31/2014;Yes
 27105;04/02/2014;;Installation;Maintenance;Windstream Communications;03/27/2014;03/28/2014;Yes
 27106;04/02/2014;Eastin Rd;Street Cut;Maintenance;Kentucky American Water;03/27/2014;06/30/2014;Yes
 27107;04/02/2014;1324 Grafton Dr;Installation;Maintenance;Kentucky American Water;03/27/2014;04/17/2014;No
 27108;04/02/2014;523 W Third St;Installation;Maintenance;Kentucky American Water;03/27/2014;04/17/2014;No
 27109;04/02/2014;600 Woodland Ave;Street Cut;New Construction;Columbia Gas;04/10/2014;05/10/2014;Yes
 27110;04/02/2014;432-578 Woodland Ave;Street Cut;New Construction;Columbia Gas;04/14/2014;05/14/2014;Yes
 27111;04/02/2014;404-428 Woodland Ave;Street Cut;New Construction;Columbia Gas;04/21/2014;05/21/2014;Yes
 27112;04/02/2014;419 Uhlan Ct;Annual General Permit;Repair;Columbia Gas;03/27/2014;04/01/2014;No
 27113;04/02/2014;415 Uhlan Ct;Annual General Permit;Repair;Columbia Gas;03/27/2014;04/01/2014;No
 27114;04/02/2014;2417 Woodfield Cir;Annual General Permit;Repair;Columbia Gas;03/27/2014;04/01/2014;No
 27115;04/02/2014;2452 Woodfield Cir;Annual General Permit;Repair;Columbia Gas;03/27/2014;04/01/2014;No
 27116;04/02/2014;3625 Timberwood Ln;Annual General Permit;Repair;Columbia Gas;03/27/2014;04/01/2014;No
 27117;04/02/2014;3612 Timberwood Ln;Annual General Permit;Repair;Columbia Gas;03/27/2014;04/01/2014;No
 27118;04/02/2014;290 Carterbrook Ln;Annual General Permit;Repair;Columbia Gas;03/27/2014;04/01/2014;No
 27119;04/02/2014;2425 Woodfield Cir;Installation;Repair;Columbia Gas;03/27/2014;04/17/2014;No
 27120;04/02/2014;1513-1523 Lakewood Ct;Installation;New Construction;Columbia Gas;04/10/2014;05/01/2014;No
 27121;04/02/2014;1558-1598 Lakewood Ct;Installation;New Construction;Columbia Gas;04/10/2014;05/01/2014;No
 27122;04/02/2014;1535, 1543 Lakewood View Ct;Installation;New Construction;Columbia Gas;04/10/2014;05/01/2014;No
 27123;04/02/2014;267 Rosemont Garden;Annual General Permit;New Construction;Columbia Gas;04/10/2014;05/01/2014;No
 27124;04/02/2014;1989 Falling Leaves Ln;Annual General Permit;New Construction;Columbia Gas;04/10/2014;05/01/2014;No
 27125;04/02/2014;1117 Kavenaugh Ln;Installation;New Construction;Columbia Gas;04/10/2014;05/01/2014;No
 27126;04/02/2014;2114 Hart Ct;Installation;Maintenance;Kentucky American Water;03/28/2014;04/18/2014;No
 27127;04/02/2014;1427 Versailles Rd;Installation;Maintenance;Kentucky American Water;03/28/2014;04/18/2014;No
 27128;04/02/2014;Woodfield Cir;Installation;Repair;Columbia Gas;03/28/2014;04/01/2014;No
 27083;04/02/2014;Beaumont Centre Cir;Installation;Repair;Columbia Gas;03/24/2014;04/01/2014;No
 27081;04/01/2014;529 S Limestone;Installation;New Construction;Contractor;12/09/2013;03/31/2016;No
 27060;03/26/2014;256, 260 Warnock St;Street Cut;Maintenance;Kentucky American Water;04/03/2014;04/24/2014;Yes
 27058;03/26/2014;3825 Real Quiet Ln;Annual General Permit;New Construction;Columbia Gas;04/03/2014;04/24/2014;No
 27059;03/26/2014;Shaker Dr;Street Cut;Maintenance;Kentucky American Water;03/20/2014;08/20/2014;Yes
 27051;03/26/2014;2016 Planters Ct;Installation;Repair;Columbia Gas;03/18/2014;03/25/2014;No
 27052;03/26/2014;945 Cherrywood Dr;Installation;Repair;Columbia Gas;03/18/2014;03/25/2014;No
 27053;03/26/2014;3200 Pepperhill Rd;Installation;Repair;Columbia Gas;03/18/2014;03/25/2014;No
 27054;03/26/2014;949 Cherrywood Dr;Installation;Repair;Columbia Gas;03/18/2014;03/25/2014;No
 27055;03/26/2014;948 Cherrywood Dr;Installation;Repair;Columbia Gas;03/18/2014;03/25/2014;No
 27056;03/26/2014;3508 Gunbow Ct;Installation;Maintenance;Kentucky American Water;03/19/2014;04/09/2014;No
 27073;03/26/2014;676 Kingston Rd;Annual General Permit;Repair;Columbia Gas;03/19/2014;03/26/2014;No
 27057;03/26/2014;2929 Montavesta Rd;Installation;Repair;Columbia Gas;03/19/2014;04/09/2014;No
 27074;03/26/2014;1045 Birch Dr;Installation;Repair;Columbia Gas;03/20/2014;03/26/2014;No
 27075;03/26/2014;1032 Patricia Ln;Installation;Repair;Columbia Gas;03/20/2014;04/10/2014;No
 27076;03/26/2014;1066 Birch Dr;Installation;Repair;Columbia Gas;03/20/2014;04/10/2014;No
 27062;03/26/2014;501-505 Ingleside Dr;Street Cut;Repair;LFUCG-San Sewers (Water Quality);03/31/2014;04/21/2014;Yes
 27063;03/26/2014;1200, 1210 Garrison Ave;Street Cut;Repair;LFUCG-San Sewers (Water Quality);03/31/2014;04/21/2014;Yes
 27064;03/26/2014;752 Addison Ave;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);03/31/2014;04/21/2014;Yes
 27065;03/26/2014;241 E Sixth St;Street Cut;Maintenance;Kentucky American Water;03/21/2014;04/11/2014;Yes
 27066;03/26/2014;700 Florida St;Annual General Permit;Maintenance;Kentucky Utilities;03/24/2014;03/25/2014;No
 27067;03/26/2014;2340 Buena Vista Rd;Annual General Permit;Repair;Columbia Gas;03/21/2014;03/25/2014;No
 27068;03/26/2014;2040 St Christopher Dr;Installation;Repair;Columbia Gas;03/21/2014;03/25/2014;No
 27069;03/26/2014;2099 Georgian Way;Installation;Repair;Columbia Gas;03/21/2014;03/25/2014;No
 27070;03/26/2014;128 Eddie St;Street Cut;Repair;Columbia Gas;03/21/2014;04/11/2014;Yes
 27071;03/26/2014;708 Rockcastle St;Installation;Repair;Columbia Gas;03/21/2014;04/11/2014;No
 27077;03/26/2014;407 Kingston Rd;Street Cut;Repair;Columbia Gas;03/21/2014;05/11/2014;Yes
 27072;03/26/2014;126 Eddie St;Street Cut;Repair;Columbia Gas;03/21/2014;04/11/2014;Yes
 27078;03/26/2014;259 W Short St;Street Cut;Repair;Columbia Gas;03/21/2014;04/11/2014;Yes
 27079;03/26/2014;2386 Allen Dr;Installation;Repair;Columbia Gas;03/21/2014;03/26/2014;No
 27080;03/26/2014;1087 Oakwood Dr;Installation;Repair;Columbia Gas;03/21/2014;03/26/2014;No
 27061;03/25/2014;756 Addison Ave;Street Cut;Repair;LFUCG-San Sewers (Water Quality);03/31/2014;04/21/2014;Yes
 27050;03/21/2014;;Installation;Maintenance;Kentucky American Water;03/20/2014;04/10/2014;No
 27046;03/21/2014;202 Burley Ave;Annual General Permit;Repair;Columbia Gas;03/19/2014;03/21/2014;No
 27047;03/21/2014;613 Henry Clay Blvd;Street Cut;Repair;Columbia Gas;03/19/2014;04/09/2014;Yes
 27048;03/21/2014;420 Marquis Ave;Installation;New Construction;Kentucky Utilities;03/28/2014;06/30/2014;No
 27049;03/21/2014;3881 Leighton Ln;Annual General Permit;New Construction;Columbia Gas;04/03/2014;04/24/2014;No
 27042;03/21/2014;Todds Rd;Installation;Add/Change Equipment;Kentucky American Water;04/15/2014;09/23/2014;No
 27043;03/21/2014;Todds Rd;Installation;Add/Change Equipment;Kentucky American Water;04/15/2014;09/23/2014;No
 27044;03/21/2014;Todds Rd;Street Cut;Add/Change Equipment;Kentucky American Water;04/15/2014;06/30/2015;Yes
 27045;03/21/2014;Todds Rd;Street Cut;Add/Change Equipment;Kentucky American Water;04/15/2014;06/30/2015;Yes
 27038;03/21/2014;1030 Meadow Ln;Installation;Repair;Columbia Gas;03/18/2014;04/08/2014;No
 27039;03/21/2014;429 Stonehedge Pl;Installation;Repair;Columbia Gas;03/18/2014;04/08/2014;No
 27040;03/21/2014;424 Stonehedge Pl;Installation;Repair;Columbia Gas;03/18/2014;04/08/2014;No
 27041;03/21/2014;Woodland Ave;Installation;Maintenance;Kentucky American Water;03/19/2014;04/09/2014;No
 27029;03/20/2014;267 Rosemont Garden;Street Cut;New Construction;Contractor;03/21/2014;03/28/2014;Yes
 27022;03/20/2014;1000 Doe Meadow Ct;Installation;Repair;Columbia Gas;03/13/2014;04/03/2014;No
 27023;03/20/2014;3336 Gatewood Ct;Installation;Repair;Columbia Gas;03/13/2014;04/03/2014;No
 27024;03/20/2014;2193 Broadhead Pl;Installation;Repair;Columbia Gas;03/13/2014;04/03/2014;No
 27026;03/20/2014;2560 Walnut Grove Ln;Annual General Permit;Repair;Columbia Gas;03/14/2014;04/04/2014;No
 27027;03/20/2014;3920 Forsythe Dr;Annual General Permit;Repair;Columbia Gas;03/14/2014;04/04/2014;No
 27028;03/20/2014;1313 Ox Hill Dr;Annual General Permit;Repair;Columbia Gas;03/15/2014;03/19/2014;No
 27025;03/20/2014;1745, 1749 Brook Park Dr;Installation;Maintenance;Kentucky American Water;03/14/2014;08/04/2014;No
 27030;03/20/2014;545 Sheridan Dr;Installation;Repair;Columbia Gas;03/14/2014;04/04/2014;No
 27031;03/20/2014;880 Corporate Dr;Street Cut;New Construction;twtelecom;03/25/2014;04/30/2014;No
 27032;03/20/2014;383 Lynnwood Ct;Installation;Maintenance;Kentucky American Water;03/12/2014;04/02/2014;No
 27033;03/20/2014;2464 Woodhill Dr;Installation;Repair;Columbia Gas;03/17/2014;03/19/2014;No
 27034;03/20/2014;662, 668 Springridge Dr;Installation;Repair;Columbia Gas;03/17/2014;03/19/2014;No
 27035;03/20/2014;S Upper St;Installation;Maintenance;Kentucky American Water;03/18/2014;04/08/2014;No
 27036;03/20/2014;E Loudon Ave;Street Cut;Maintenance;Kentucky American Water;03/17/2014;08/07/2014;Yes
 27037;03/20/2014;2398 Nicholasville Rd;Street Cut;Maintenance;Kentucky American Water;03/18/2014;04/08/2014;Yes
 26941;03/19/2014;;Installation;New Construction;Contractor;03/19/2014;01/31/2015;Yes
 27021;03/18/2014;W Vine St;Installation;New Construction;twtelecom;03/26/2014;04/12/2014;No
 27018;03/18/2014;Clair Rd;Installation;Maintenance;Kentucky American Water;03/12/2014;04/02/2014;No
 27019;03/18/2014;323 Sierra Dr;Annual General Permit;Repair;Columbia Gas;03/15/2014;03/18/2014;No
 27020;03/18/2014;1971 Alice Dr;Installation;Repair;Columbia Gas;03/14/2014;04/04/2014;No
 27015;03/18/2014;1788 Sandhurst Cv;Annual General Permit;New Construction;Columbia Gas;03/28/2014;04/18/2014;No
 27016;03/18/2014;2677 Kearney Creek Ln;Installation;Repair;Columbia Gas;04/17/2014;05/08/2014;No
 27017;03/18/2014;1864 Oxford Cir;Installation;Maintenance;Kentucky American Water;03/14/2014;04/04/2014;No
 27011;03/18/2014;915 Aurora Ave;Annual General Permit;Repair;Columbia Gas;03/13/2014;03/18/2014;No
 27012;03/18/2014;2048 Bridgeport Dr;Annual General Permit;Repair;Columbia Gas;03/13/2014;04/03/2014;No
 27013;03/18/2014;2072 Bridgeport Dr;Annual General Permit;Repair;Columbia Gas;03/13/2014;04/03/2014;No
 27014;03/18/2014;1318 Camden Ave;Annual General Permit;Repair;Columbia Gas;03/13/2014;04/03/2014;No
 27003;03/14/2014;918 N Limestone;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);03/27/2014;04/17/2014;No
 27004;03/14/2014;271 Gold Rush Rd;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);03/27/2014;04/17/2014;No
 27005;03/14/2014;162 E Seventh St;Street Cut;Maintenance;Kentucky American Water;03/12/2014;04/02/2014;Yes
 27006;03/14/2014;406 Uhlan Ct;Installation;Maintenance;Kentucky American Water;03/12/2014;04/02/2014;No
 27007;03/14/2014;176 Eastern Ave;Installation;Repair;Columbia Gas;03/12/2014;04/02/2014;No
 27008;03/14/2014;2401 Old Frankfort Pike;Installation;New Construction;Columbia Gas;03/24/2014;04/14/2014;No
 27009;03/14/2014;634 Central Ave;Installation;Maintenance;Kentucky American Water;03/13/2014;04/03/2014;No
 27010;03/14/2014;1904 Mint Julep Ln;Annual General Permit;Maintenance;Kentucky American Water;03/13/2014;04/03/2014;No
 27001;03/14/2014;W Third St;Installation;New Construction;twtelecom;03/19/2014;04/09/2014;Yes
 27002;03/14/2014;E Third St;Installation;New Construction;twtelecom;03/19/2014;04/09/2014;Yes
 26959;03/13/2014;913 Bravington Way;Installation;Maintenance;Contractor;03/13/2014;03/17/2014;Yes
 26990;03/13/2014;;Installation;New Construction;twtelecom;03/20/2014;04/10/2014;Yes
 26991;03/13/2014;2404 Healy Ln;Annual General Permit;New Construction;Columbia Gas;03/25/2014;04/15/2014;No
 26992;03/13/2014;1146 Monarch St;Street Cut;New Construction;Columbia Gas;03/24/2014;04/14/2014;Yes
 26993;03/13/2014;2720 Barbados Ln;Installation;Maintenance;Kentucky American Water;03/11/2014;04/01/2014;No
 26994;03/13/2014;1761/1765 Prairie Cir;Annual General Permit;Maintenance;Kentucky American Water;03/11/2014;04/01/2014;No
 26995;03/13/2014;2700 Russell Cave Rd;Installation;Maintenance;Kentucky American Water;03/11/2014;04/01/2014;No
 26996;03/13/2014;721 Malabu Dr;Annual General Permit;Repair;Columbia Gas;03/11/2014;03/13/2014;No
 26997;03/13/2014;455 Park Pl;Installation;Repair;Columbia Gas;03/11/2014;03/13/2014;No
 26998;03/13/2014;1627 Duntreath Dr;Installation;Repair;Columbia Gas;03/11/2014;03/13/2014;No
 26999;03/13/2014;1605 Elizabeth St;Street Cut;Repair;Columbia Gas;03/11/2014;05/01/2014;Yes
 27000;03/13/2014;673 Ohio St;Installation;Repair;Columbia Gas;03/11/2014;04/01/2014;No
 26960;03/12/2014;2112 Jasmine Dr;Installation;Repair;Columbia Gas;03/05/2014;03/26/2014;No
 26964;03/12/2014;3383 Overbrook Dr;Annual General Permit;Repair;Columbia Gas;03/06/2014;03/11/2014;No
 26965;03/12/2014;3531 Willowood Rd;Annual General Permit;Repair;Columbia Gas;03/06/2014;03/11/2014;No
 26966;03/12/2014;928 Cherrywood Dr;Annual General Permit;Repair;Columbia Gas;03/06/2014;03/11/2014;No
 26967;03/12/2014;451 Woodlake Way;Installation;New Construction;Columbia Gas;03/17/2014;04/07/2014;No
 26968;03/12/2014;440 Michigan St;Street Cut;Maintenance;Kentucky American Water;03/07/2014;03/28/2014;Yes
 26969;03/12/2014;813 Chinoe Rd;Street Cut;Maintenance;Kentucky American Water;03/07/2014;03/28/2014;Yes
 26970;03/12/2014;Nicholasville Rd;Installation;Maintenance;Kentucky American Water;03/07/2014;03/28/2014;No
 26971;03/12/2014;206 E Short St;Installation;Maintenance;Windstream Communications;01/27/2014;04/30/2014;Yes
 26972;03/12/2014;4305 Gum Tree Ln;Installation;Repair;Columbia Gas;03/07/2014;03/11/2014;No
 26973;03/12/2014;3517 Caicos Ct;Annual General Permit;Repair;Columbia Gas;03/07/2014;03/11/2014;No
 26974;03/12/2014;1932 Lakes Edge Dr;Installation;Repair;Columbia Gas;03/07/2014;03/28/2014;No
 26975;03/12/2014;2040 St Michael Dr;Street Cut;Repair;Columbia Gas;03/06/2014;03/27/2014;Yes
 26976;03/12/2014;;Street Cut;Maintenance;Kentucky American Water;03/08/2014;04/29/2014;Yes
 26977;03/12/2014;1033 Patricia Ln;Street Cut;Repair;Columbia Gas;03/25/2014;04/15/2014;Yes
