permit_no;date;address;type;work;entity;start;end;lnblock
 27411;05/19/2014;140 Waller Ave;Annual General Permit;Maintenance;Windstream Communications;05/15/2014;06/15/2014;Yes
 27412;05/19/2014;735 Chiles Ave;Street Cut;Maintenance;Kentucky American Water;05/15/2014;06/05/2014;Yes
 27413;05/19/2014;Lakecrest Cir;Annual General Permit;New Construction;twtelecom;05/14/2014;06/27/2014;No
 27414;05/19/2014;Lakecrest Cir;Annual General Permit;New Construction;twtelecom;05/14/2014;06/27/2014;No
 27415;05/19/2014;Midnight Pass;Annual General Permit;New Construction;twtelecom;05/14/2014;06/27/2014;No
 27416;05/19/2014;Monarch St;Annual General Permit;New Construction;twtelecom;05/14/2014;06/27/2014;No
 27404;05/16/2014;131 Prosperous Pl;Annual General Permit;Repair;Columbia Gas;05/14/2014;05/16/2014;No
 27405;05/16/2014;2028 Oleander Dr;Annual General Permit;Repair;Columbia Gas;05/14/2014;05/16/2014;No
 27403;05/15/2014;Watertrace Dr;Installation;New Construction;Columbia Gas;05/20/2014;06/10/2014;Yes
 27399;05/15/2014;S Ashland Ave;Street Cut;Repair;LFUCG-San Sewers (Water Quality);05/19/2014;06/09/2014;Yes
 27400;05/15/2014;1972 Spring Station Dr;Installation;Maintenance;Kentucky American Water;05/13/2014;08/03/2014;No
 27401;05/15/2014;109 N Ashland Ave;Annual General Permit;Maintenance;Windstream Communications;05/14/2014;08/14/2014;No
 27402;05/15/2014;;Installation;Maintenance;Kentucky American Water;05/14/2014;06/04/2014;No
 27397;05/15/2014;1936, 1960 Millbank Rd;Installation;Maintenance;Kentucky Utilities;05/23/2014;08/22/2014;No
 27398;05/15/2014;Mccullough Dr;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27395;05/15/2014;209-241 Ferndale Pass;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27396;05/15/2014;208 Shell Ct;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27381;05/14/2014;Largo Ln;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27382;05/14/2014;417 Lantana Park;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27383;05/14/2014;533, 597 Southpoint Dr;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27384;05/14/2014;Clearwater Way;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27385;05/14/2014;1784 Kenawood Dr;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27386;05/14/2014;555 Columbia Ave;Street Cut;New Construction;Kentucky American Water;06/02/2014;06/23/2014;Yes
 27387;05/14/2014;907 Journal Ave;Street Cut;New Construction;Kentucky American Water;06/02/2014;06/23/2014;Yes
 27388;05/14/2014;1507 Anniston Dr;Installation;Maintenance;Kentucky American Water;05/09/2014;05/30/2014;No
 27389;05/14/2014;1038 Strader Dr;Annual General Permit;Repair;Columbia Gas;05/09/2014;05/13/2014;No
 27390;05/14/2014;1807 Raleigh Rd;Installation;Repair;Columbia Gas;05/08/2014;05/13/2014;No
 27391;05/14/2014;3550 Spendthrift Ln;Installation;Repair;Columbia Gas;05/08/2014;05/29/2014;No
 27392;05/14/2014;373 Cochran Rd;Installation;Repair;Columbia Gas;05/09/2014;05/30/2014;No
 27393;05/14/2014;442 Kingswood;Installation;Repair;Columbia Gas;05/08/2014;05/29/2014;No
 27394;05/14/2014;300 Chamberlain Dr;Installation;Maintenance;Kentucky American Water;05/12/2014;06/02/2014;No
 27380;05/14/2014;4576-4688 Windstar Way;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27378;05/12/2014;275-383 Mcconnells Trce;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27362;05/12/2014;3308 Gondola Ct;Annual General Permit;Repair;Columbia Gas;05/08/2014;05/12/2014;No
 27363;05/12/2014;3413 Stillwater Rd;Annual General Permit;Repair;Columbia Gas;05/08/2014;05/12/2014;No
 27364;05/12/2014;1321 Southern Ave;Installation;Repair;Columbia Gas;05/08/2014;05/12/2014;No
 27365;05/12/2014;329 Chamberlain Dr;Installation;Repair;Columbia Gas;05/08/2014;05/29/2014;No
 27369;05/12/2014;1850 Fielden Dr;Annual General Permit;New Construction;Columbia Gas;06/10/2014;07/01/2014;No
 27370;05/12/2014;3261 Polo Club Blvd;Installation;New Construction;Columbia Gas;06/10/2014;07/01/2014;No
 27371;05/12/2014;3265 Polo Club Blvd;Installation;New Construction;Columbia Gas;06/10/2014;07/01/2014;No
 27372;05/12/2014;2301 Barnwell Ln;Installation;New Construction;Columbia Gas;06/10/2014;07/01/2014;No
 27366;05/12/2014;332 Chamberlain Dr;Installation;Maintenance;Kentucky American Water;05/09/2014;05/30/2014;No
 27368;05/12/2014;290 Southland Dr;Installation;Add/Change Equipment;Columbia Gas;06/10/2014;07/01/2014;No
 27379;05/12/2014;1804 Marietta Dr;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27376;05/12/2014;Trailwood Ln;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27377;05/12/2014;Whiteberry Dr;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27367;05/12/2014;115, 185 Southland Dr;Installation;Add/Change Equipment;Columbia Gas;06/10/2014;07/01/2014;No
 27373;05/12/2014;165-257 Old Woolen Mill Ln;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27374;05/12/2014;2857-2708 Burnt Mill Rd;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27375;05/12/2014;321-424 White Oak Trce;Installation;New Construction;Kentucky Utilities;05/23/2014;08/22/2014;No
 27359;05/09/2014;1020 W Main St;Installation;New Construction;Time Warner Cable, Inc.;05/12/2014;06/02/2014;Yes
 27360;05/09/2014;406-412 Rose St;Installation;Add/Change Equipment;Kentucky American Water;05/11/2014;06/01/2014;No
 27361;05/09/2014;248 St Margaret Dr;Installation;Maintenance;Kentucky American Water;05/08/2014;05/29/2014;No
 27357;05/08/2014;708 Miles Point Way;Street Cut;New Construction;Kentucky American Water;05/07/2014;06/06/2014;Yes
 27358;05/08/2014;117  E Loudon Ave;Annual General Permit;Maintenance;Windstream Communications;05/08/2014;05/30/2014;No
 27343;05/08/2014;3232-3238 Beaumont Centre Cir;Installation;New Construction;Kentucky American Water;06/02/2014;06/23/2014;No
 27344;05/08/2014;545 Wilderness Rd;Installation;Maintenance;Kentucky American Water;05/05/2014;05/26/2014;No
 27345;05/08/2014;1758 Normandy Rd;Annual General Permit;Repair;Columbia Gas;05/05/2014;05/08/2014;No
 27346;05/08/2014;2364 Le Havre Rd;Annual General Permit;Repair;Columbia Gas;05/05/2014;05/08/2014;No
 27347;05/08/2014;1612 Alexandria Dr;Annual General Permit;;Columbia Gas;05/05/2014;05/26/2014;No
 27348;05/08/2014;881 Furlong Dr;Street Cut;Repair;Columbia Gas;05/05/2014;05/26/2014;Yes
 27349;05/08/2014;710-720 Press Ave;Annual General Permit;Maintenance;Time Warner Cable, Inc.;05/13/2014;06/03/2014;Yes
 27350;05/08/2014;572 Southpoint Dr;Annual General Permit;New Construction;Delta Gas;05/16/2014;06/06/2014;No
 27351;05/08/2014;214 University Ave;Installation;New Construction;Windstream Communications;05/11/2014;06/01/2014;No
 27352;05/08/2014;;Annual General Permit;New Construction;Time Warner Cable, Inc.;05/12/2014;06/02/2014;Yes
 27353;05/08/2014;421 W Fourth St;Street Cut;Repair;Columbia Gas;05/05/2014;05/26/2014;Yes
 27354;05/08/2014;581 Newtown Pike;Installation;Repair;Columbia Gas;05/05/2014;05/26/2014;No
 27355;05/08/2014;117 S Upper St;Street Cut;Maintenance;Windstream Communications;05/11/2014;06/30/2014;Yes
 27356;05/08/2014;1273 Colorado Rd;Installation;Maintenance;Kentucky American Water;05/07/2014;05/28/2014;No
 27340;05/07/2014;1717 Gettysburg Rd;Annual General Permit;Repair;Columbia Gas;05/02/2014;05/07/2014;No
 27341;05/07/2014;890 Cheryl Ln;Installation;Repair;Columbia Gas;05/02/2014;05/23/2014;No
 27342;05/07/2014;567 Mitchell Ave;Installation;Repair;Columbia Gas;05/02/2014;05/07/2014;No
 27325;05/07/2014;203 Habersham Ct;Annual General Permit;Repair;Columbia Gas;04/30/2014;05/06/2014;No
 27324;05/07/2014;;Installation;Repair;Columbia Gas;04/29/2014;05/06/2014;No
 27336;05/07/2014;1151 Athenia Dr;Installation;Repair;Columbia Gas;04/29/2014;05/07/2014;No
 27327;05/07/2014;2062 N Cleveland Rd;Installation;Maintenance;Kentucky Utilities;05/16/2014;09/01/2014;Yes
 27339;05/07/2014;4717 Matthew Ct;Annual General Permit;Maintenance;Kentucky American Water;05/01/2014;05/07/2014;No
 27328;05/07/2014;362, 366 King Arthur Ct;Installation;Repair;Kentucky American Water;05/01/2014;05/22/2014;No
 27329;05/07/2014;;Street Cut;Repair;Kentucky American Water;05/01/2014;05/22/2014;Yes
 27330;05/07/2014;603 Boonesboro Ave;Street Cut;Maintenance;Kentucky American Water;05/02/2014;05/23/2014;Yes
 27331;05/07/2014;W Main St;Street Cut;Maintenance;Kentucky American Water;02/07/2014;05/15/2014;Yes
 27321;05/07/2014;;Street Cut;Repair;Columbia Gas;04/29/2014;05/20/2014;Yes
 27322;05/07/2014;244 Warnock St;Street Cut;Repair;Columbia Gas;04/30/2014;08/21/2014;Yes
 27323;05/07/2014;379 Lancelot Ln;Installation;Repair;Columbia Gas;04/29/2014;05/06/2013;No
 27318;05/07/2014;1322 Camden Ave;Annual General Permit;Maintenance;Kentucky American Water;04/30/2014;05/21/2014;No
 27319;05/07/2014;689 Sheridan Dr;Installation;Repair;Kentucky American Water;04/30/2014;05/21/2014;No
 27320;05/07/2014;708 Cielo Vista Rd;Annual General Permit;Maintenance;Kentucky American Water;04/30/2014;05/21/2014;No
 27326;05/07/2014;3391 Clays Mill Rd;Installation;Repair;Columbia Gas;05/01/2014;05/22/2014;No
 27337;05/07/2014;1175 Athenia Dr;Installation;Repair;Columbia Gas;05/01/2014;05/07/2014;No
 27338;05/07/2014;1027 Celia Ln;Annual General Permit;Repair;Columbia Gas;05/01/2014;05/07/2014;No
 27310;05/07/2014;Patchen Wilkes Dr;Street Cut;Repair;Kentucky American Water;04/28/2014;05/19/2014;Yes
 27311;05/07/2014;436 W Third St;Installation;New Construction;Kentucky Utilities;04/08/2014;06/30/2014;No
 27312;05/07/2014;;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);05/13/2014;06/03/2014;No
 27334;05/07/2014;1609 Brittany Ln;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);08/22/2014;09/12/2014;No
 27335;05/07/2014;125 Clyde St;Annual General Permit;Maintenance;LFUCG-San Sewers (Water Quality);05/13/2014;06/03/2014;No
 27313;05/07/2014;1858 Bellefonte Dr;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);05/13/2014;06/03/2014;Yes
 27314;05/07/2014;576 Lisa Dr;Installation;Repair;Columbia Gas;04/28/2014;05/06/2014;No
 27315;05/07/2014;689 Northside Dr;Installation;Repair;Columbia Gas;04/28/2014;05/19/2014;No
 27316;05/07/2014;212 E Bell Ct;Installation;Repair;Columbia Gas;04/26/2013;05/17/2014;No
 27317;05/07/2014;361 Price Rd;Installation;Maintenance;Columbia Gas;05/14/2014;06/04/2014;No
 27297;05/07/2014;1620 Richmond Rd;Street Cut;Maintenance;Kentucky American Water;04/24/2014;05/15/2014;Yes
 27332;05/07/2014;1100 The Ln;Annual General Permit;Maintenance;Kentucky American Water;04/24/2014;05/07/2014;No
 27298;05/07/2014;2032 Dogwood Dr;Installation;Repair;Columbia Gas;04/24/2014;05/06/2014;No
 27333;05/07/2014;852 Summerville Dr;Annual General Permit;Repair;Columbia Gas;04/24/2014;05/07/2014;No
 27299;05/07/2014;118 Shawnee Pl;Annual General Permit;Repair;Columbia Gas;04/24/2014;05/06/2014;No
 27300;05/07/2014;2028 Dogwood Dr;Installation;Repair;Columbia Gas;04/24/2014;05/06/2014;No
 27301;05/07/2014;325 Cassidy Ave;Installation;Repair;Columbia Gas;04/24/2014;05/15/2014;No
 27302;05/07/2014;2829 Dan Patch Dr;Installation;Maintenance;Kentucky American Water;04/24/2014;05/06/2014;No
 27303;05/07/2014;157 Northwood Dr;Installation;Repair;Columbia Gas;04/24/2014;05/15/2014;No
 27304;05/07/2014;121 Shawnee Pl;Installation;Repair;Columbia Gas;04/24/2014;05/15/2014;No
 27305;05/07/2014;Nicholasville Rd;Street Cut;Repair;Columbia Gas;04/24/2014;07/15/2014;No
 27306;05/07/2014;500 Laketower Dr;Installation;New Construction;Columbia Gas;05/08/2014;05/29/2014;No
 27307;05/07/2014;1787 Sandhurst Cv;Installation;New Construction;Columbia Gas;05/08/2014;05/29/2014;No
 27308;05/07/2014;710 N Limestone;Installation;Maintenance;Windstream Communications;04/25/2014;05/16/2014;No
 27309;05/07/2014;918 Georgetown St;Annual General Permit;Repair;Kentucky American Water;04/27/2014;05/18/2014;No
 27295;05/05/2014;1919 Brynell Dr;Annual General Permit;Repair;Columbia Gas;04/21/2014;05/12/2014;No
 27296;05/05/2014;764 Eden Ct;Annual General Permit;Maintenance;Columbia Gas;04/23/2014;05/14/2014;No
 27289;05/02/2014;329 Hightower Rd;Annual General Permit;Repair;Columbia Gas;04/23/2014;05/02/2014;No
 27290;05/02/2014;337 Hightower Rd;Annual General Permit;Repair;Columbia Gas;04/23/2014;05/02/2014;No
 27291;05/02/2014;2140 Ft Harrods Dr;Annual General Permit;Repair;Columbia Gas;04/23/2014;05/02/2014;No
 27292;05/02/2014;3837 Walhampton Dr;Installation;Repair;Columbia Gas;04/23/2014;05/02/2014;No
 27293;05/02/2014;3400 Flintridge Cir;Installation;Repair;Columbia Gas;04/23/2014;05/14/2014;No
 27294;05/02/2014;3514 Brookview Dr;Installation;Repair;Columbia Gas;04/23/2014;05/14/2014;No
 27282;05/02/2014;3328 Beaumont Centre Cir;Installation;New Construction;Kentucky American Water;05/06/2014;05/27/2014;No
 27283;05/02/2014;;Installation;Maintenance;Windstream Communications;04/22/2014;05/13/2014;No
 27286;05/02/2014;3456 Keithshire Way;Installation;Repair;Columbia Gas;04/22/2014;05/02/2014;No
 27287;05/02/2014;1244 Summit Dr;Annual General Permit;New Construction;Columbia Gas;05/06/2014;05/27/2014;No
 27281;05/02/2014;2197 Broadhead Pl;Annual General Permit;Repair;Columbia Gas;04/21/2014;05/02/2014;No
 27280;05/02/2014;3124 Old Crow Ct;Annual General Permit;Repair;Columbia Gas;04/21/2014;05/02/2014;No
 27284;05/02/2014;1591 Lakewood Ct;Installation;Maintenance;Kentucky American Water;04/22/2014;05/13/2014;No
 27285;05/02/2014;2465 Vale Dr;Annual General Permit;Repair;Columbia Gas;04/22/2014;05/02/2014;No
 27278;05/02/2014;1414 Cochran Rd;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);04/22/2014;05/13/2014;Yes
 27279;05/02/2014;3632 Olympia Cir;Annual General Permit;Repair;Columbia Gas;04/21/2014;05/02/2014;No
 27274;05/02/2014;763 Cindy Blair Way;Annual General Permit;Repair;Columbia Gas;04/18/2014;05/02/2014;No
 27275;05/02/2014;293 Kenlock Dr;Annual General Permit;Repair;Columbia Gas;04/18/2014;05/02/2014;No
 27276;05/02/2014;3113 Old Crow Ct;Annual General Permit;Repair;Columbia Gas;04/18/2014;05/02/2014;No
 27277;05/02/2014;2139 St Mathilda Dr;Installation;Repair;Columbia Gas;04/19/2014;05/10/2014;No
 27273;05/02/2014;4605 Saron Dr;Installation;New Construction;Contractor;05/12/2014;05/24/2014;No
 27288;05/02/2014;127 Chenault Rd;Installation;Maintenance;Kentucky American Water;05/07/2014;05/28/2014;No
 27256;05/01/2014;653 Lower St;Street Cut;Repair;Columbia Gas;04/18/2014;05/09/2014;Yes
 27257;05/01/2014;1011 Bryan Ave;Street Cut;Repair;Columbia Gas;04/18/2014;05/09/2014;Yes
 27258;05/01/2014;1120 Winchester Rd;Annual General Permit;New Construction;Time Warner Cable, Inc.;04/21/2014;05/12/2014;Yes
 27259;05/01/2014;457  W Fourth St;Installation;Maintenance;Windstream Communications;04/21/2014;05/12/2014;No
 27260;05/01/2014;517 Joel St;Street Cut;Maintenance;Kentucky American Water;04/21/2014;05/12/2014;Yes
 27254;05/01/2014;2703 Parkers Mill Rd;Annual General Permit;Maintenance;Windstream Communications;04/14/2014;05/05/2014;No
 27262;05/01/2014;1267 Industry Rd;Annual General Permit;Repair;Columbia Gas;04/21/2014;05/12/2014;No
 27261;05/01/2014;1809 Traveller Rd;Annual General Permit;Repair;Columbia Gas;04/21/2014;04/30/2014;No
 27265;05/01/2014;1587 Halsted Ct;Annual General Permit;Repair;Columbia Gas;04/22/2014;04/30/2014;No
 27266;05/01/2014;2440 Over Dr;Annual General Permit;Repair;Columbia Gas;04/22/2014;05/13/2014;No
 27255;05/01/2014;635 Wells Ct;Annual General Permit;Repair;Columbia Gas;04/18/2014;04/30/2014;No
 27263;05/01/2014;733 Addison Ave;Installation;Repair;Columbia Gas;04/21/2014;05/12/2014;No
 27268;05/01/2014;220  Ellerslie Park Blvd;Annual General Permit;New Construction;Columbia Gas;05/06/2014;05/27/2014;No
 27269;05/01/2014;945 Princess Doreen Dr;Street Cut;New Construction;Columbia Gas;05/06/2014;05/27/2014;No
 27270;05/01/2014;525 Newtown Pike;Street Cut;Maintenance;Kentucky American Water;04/23/2014;05/14/2014;Yes
 27267;05/01/2014;1532 N Limestone;Street Cut;New Construction;Columbia Gas;06/19/2014;07/10/2014;Yes
 27264;05/01/2014;;Installation;Maintenance;Windstream Communications;04/22/2014;05/13/2014;No
 27271;05/01/2014;208 Conn Ter;Installation;Repair;Columbia Gas;04/23/2014;05/14/2014;No
 27272;05/01/2014;7 Deepwood Dr;Street Cut;Repair;Columbia Gas;04/22/2014;05/13/2014;Yes
 27244;04/24/2014;3801 Walhampton Dr;Annual General Permit;Repair;Columbia Gas;04/16/2014;04/23/2014;No
 27245;04/24/2014;4492 Saron Dr;Installation;Repair;Columbia Gas;04/16/2014;05/07/2014;No
 27246;04/24/2014;144 Delmont Dr;Installation;Repair;Columbia Gas;04/16/2014;04/23/2014;No
 27247;04/24/2014;1852 Dunkirk Dr;Installation;Repair;Columbia Gas;04/16/2014;05/07/2014;No
 27239;04/24/2014;1701 Blue Licks Rd;Installation;Repair;Columbia Gas;04/15/2014;04/23/2014;No
 27233;04/24/2014;3408 Lullwater Rd;Annual General Permit;;Columbia Gas;04/11/2014;04/23/2014;No
 27234;04/24/2014;1705 Rosecrans Dr;Installation;Repair;Columbia Gas;04/14/2014;04/23/2014;No
 27235;04/24/2014;Blue Ash Dr;Installation;Repair;Columbia Gas;04/14/2014;04/23/2014;No
 27240;04/24/2014;4585 Saron Dr;Annual General Permit;Repair;Columbia Gas;04/15/2014;04/23/2014;No
 27241;04/24/2014;1108 Centurian Rd;Annual General Permit;Repair;Columbia Gas;04/15/2014;04/23/2014;No
 27242;04/24/2014;1944 Maywick Ct;Installation;Repair;Columbia Gas;04/15/2014;04/23/2014;No
 27243;04/24/2014;3905 Fox Hunt Cir;Installation;Repair;Columbia Gas;04/15/2014;05/06/2014;No
 27248;04/24/2014;969 Maywick Dr;Installation;Repair;Columbia Gas;04/17/2014;04/23/2014;No
 27249;04/24/2014;3700 Katie Ct;Installation;Repair;Columbia Gas;04/17/2014;05/08/2014;No
 27250;04/24/2014;3704 Lowndesboro Ct;Annual General Permit;Repair;Columbia Gas;04/17/2014;04/23/2014;No
 27251;04/24/2014;4621 Charwood Ct;Installation;Repair;Columbia Gas;04/17/2014;04/23/2014;No
 27252;04/24/2014;931 Jairus Dr;Installation;Repair;Columbia Gas;04/17/2014;04/23/2014;No
 27253;04/24/2014;641 Dardanelles Dr;Annual General Permit;Repair;Columbia Gas;04/17/2014;04/23/2014;No
 27231;04/24/2014;1136-1146 Monarch St;Street Cut;New Construction;Kentucky American Water;04/21/2014;05/21/2014;Yes
 27232;04/24/2014;152 Edgemoor Dr;Annual General Permit;Maintenance;Windstream Communications;04/14/2014;06/27/2014;No
 27236;04/24/2014;2305 Barnwell Ln;Annual General Permit;New Construction;Columbia Gas;04/28/2014;05/19/2014;No
 27237;04/24/2014;2124 Sage Rd;Installation;Repair;Columbia Gas;04/14/2014;04/23/2014;No
 27238;04/24/2014;893 Della Dr;Installation;Repair;Columbia Gas;04/14/2014;05/05/2014;No
 27211;04/22/2014;662 Headley Ave;Street Cut;Repair;Columbia Gas;04/14/2014;07/05/2014;Yes
 27212;04/22/2014;209 Barrow Rd;Installation;New Construction;Columbia Gas;04/28/2014;05/19/2014;No
 27213;04/22/2014;854 W Main St;Annual General Permit;New Construction;Time Warner Cable, Inc.;04/21/2014;05/12/2014;Yes
 27214;04/22/2014;Mentelle Park;Street Cut;Add/Change Equipment;Kentucky American Water;06/01/2014;06/30/2015;Yes
 27215;04/22/2014;Cramer Ave;Installation;Add/Change Equipment;Kentucky American Water;10/13/2014;11/17/2014;No
 27216;04/22/2014;Cramer Ave;Street Cut;Add/Change Equipment;Kentucky American Water;10/13/2014;11/17/2014;Yes
 27217;04/22/2014;Cramer Ave;Installation;Add/Change Equipment;Kentucky American Water;10/13/2014;11/17/2014;No
 27218;04/22/2014;Cramer Ave;Street Cut;Add/Change Equipment;Kentucky American Water;10/13/2014;11/17/2014;Yes
 27219;04/22/2014;645 E High St;Annual General Permit;Maintenance;Windstream Communications;04/21/2014;05/30/2014;Yes
 27207;04/22/2014;500-628 W High St;Street Cut;Repair;LFUCG-San Sewers (Water Quality);04/15/2014;05/06/2014;Yes
 27206;04/22/2014;910 Charwood Dr;Annual General Permit;Repair;Columbia Gas;04/09/2014;04/11/2014;No
 27227;04/22/2014;400 Queensway Dr;Street Cut;Repair;Columbia Gas;04/17/2014;05/08/2014;Yes
 27228;04/22/2014;1410 1/2 Edgelawn Ave;Street Cut;Repair;Columbia Gas;04/17/2014;05/08/2014;Yes
 27229;04/22/2014;731-753 W Main St;Installation;New Construction;Time Warner Cable, Inc.;05/01/2014;05/23/2014;Yes
 27230;04/22/2014;634 Central Ave;Installation;Maintenance;Kentucky American Water;04/10/2014;05/01/2014;No
 27221;04/22/2014;Eastland Dr;Annual General Permit;New Construction;Time Warner Cable, Inc.;04/21/2014;05/30/2014;Yes
 27222;04/22/2014;1192 Autumn Ridge Dr;Annual General Permit;New Construction;Columbia Gas;04/29/2014;05/20/2014;No
 27223;04/22/2014;Thunderstick Dr;Installation;New Construction;Columbia Gas;06/02/2014;06/23/2014;No
 27224;04/22/2014;764, 766 Maple Ave;Street Cut;Maintenance;Kentucky American Water;05/01/2014;05/22/2014;Yes
 27225;04/22/2014;2482 Thornberry Ct;Installation;Repair;Columbia Gas;04/16/2014;04/22/2014;No
 27210;04/22/2014;3349 Lawson Ln;Annual General Permit;New Construction;Columbia Gas;05/21/2014;06/11/2014;No
 27220;04/22/2014;600 Rogers Rd;Installation;Repair;Columbia Gas;04/15/2014;04/22/2014;No
 27208;04/22/2014;698 Greendale Rd;Annual General Permit;Maintenance;Windstream Communications;04/15/2014;05/06/2014;No
 27209;04/22/2014;416 S Mill St;Annual General Permit;Maintenance;Windstream Communications;04/10/2014;05/01/2014;No
 27226;04/22/2014;1609 Bon Air Dr;Installation;Repair;Columbia Gas;04/16/2014;05/07/2014;No
 27194;04/15/2014;403 Marquis Ave;Street Cut;New Construction;Contractor;04/16/2014;04/30/2014;Yes
 27195;04/14/2014;500-540 Chinoe Rd;Installation;New Construction;Columbia Gas;04/22/2014;05/30/2014;Yes
 27197;04/14/2014;300-332 Chinoe Rd;Street Cut;New Construction;Columbia Gas;04/22/2014;05/30/2014;Yes
 27198;04/14/2014;4801 Hempstead Dr;Annual General Permit;Repair;Columbia Gas;04/10/2014;05/01/2014;No
 27199;04/14/2014;1422 N Limestone;Annual General Permit;Repair;Columbia Gas;04/10/2014;04/14/2014;No
 27200;04/14/2014;1730 Beacon Hill Rd;Installation;Repair;Columbia Gas;04/10/2014;05/01/2014;No
 27201;04/14/2014;2021 Regency Rd;Installation;Repair;Columbia Gas;04/10/2014;05/01/2014;No
 27202;04/14/2014;3458 Flintridge Dr;Installation;New Construction;Columbia Gas;04/24/2014;05/15/2014;No
 27203;04/14/2014;1100 The Ln;Installation;Repair;Columbia Gas;04/10/2014;04/14/2014;No
 27204;04/14/2014;352 S Broadway;Installation;Maintenance;Windstream Communications;04/02/2014;06/27/2014;Yes
 27205;04/14/2014;416 Spring Station Cir;Installation;Maintenance;Kentucky American Water;04/11/2014;04/11/2014;No
 27196;04/11/2014;400-425 Chinoe Rd;Street Cut;New Construction;Columbia Gas;04/22/2014;05/30/2014;Yes
 27184;04/11/2014;299 Cassidy Ave;Installation;Maintenance;Windstream Communications;03/01/2014;06/30/2014;Yes
 27189;04/11/2014;234 Castlewood Dr;Street Cut;Maintenance;LFUCG-San Sewers (Water Quality);04/10/2014;05/01/2014;Yes
 27190;04/11/2014;;Annual General Permit;Repair;Columbia Gas;04/09/2014;04/11/2014;No
 27191;04/11/2014;902 Charwood Dr;Annual General Permit;Repair;Columbia Gas;04/09/2014;04/11/2014;No
 27192;04/11/2014;4061 Foxe Basin Rd;Annual General Permit;Repair;Columbia Gas;04/09/2014;04/11/2014;No
 27193;04/11/2014;N Upper St;Street Cut;Repair;Columbia Gas;04/09/2014;04/30/2014;Yes
 27186;04/11/2014;680 Cromwell Way;Annual General Permit;Repair;Columbia Gas;04/07/2014;04/11/2014;No
 27187;04/11/2014;2025 Harvest Dr;Annual General Permit;Repair;Columbia Gas;04/08/2014;04/11/2014;No
 27188;04/11/2014;4001 Forsythe Dr;Installation;Repair;Columbia Gas;04/08/2014;04/11/2014;No
 27177;04/10/2014;1106 Briarwood Dr;Installation;Repair;Columbia Gas;04/08/2014;04/10/2014;No
 27178;04/10/2014;1859 Marlboro Dr;Annual General Permit;Repair;Columbia Gas;04/08/2014;04/10/2014;No
 27179;04/10/2014;1133 Boxwood Dr;Annual General Permit;Repair;Columbia Gas;04/08/2014;04/10/2014;No
 27180;04/10/2014;Rolling Hills Dr;Installation;Repair;Columbia Gas;04/08/2014;04/10/2014;No
 27181;04/10/2014;417 Becky Pl;Installation;Repair;Columbia Gas;04/08/2014;04/10/2014;No
 27174;04/10/2014;Tanforan Ct;Installation;New Construction;Columbia Gas;04/25/2014;05/16/2014;No
 27175;04/10/2014;145 Avon Ave;Annual General Permit;New Construction;Columbia Gas;04/29/2014;05/20/2014;No
 27182;04/10/2014;3240-3248 Beaumont Centre Cir;Installation;New Construction;Columbia Gas;04/21/2014;05/12/2014;No
 27176;04/10/2014;909 Stonecase Ct;Installation;New Construction;Columbia Gas;04/21/2014;05/12/2014;No
 27173;04/10/2014;1768 Alexandria Dr;Installation;Maintenance;Kentucky Utilities;04/07/2014;04/28/2014;No
 27185;04/10/2014;1066 Briarwood Dr;Annual General Permit;Repair;Columbia Gas;04/09/2014;04/10/2014;No
 27183;04/10/2014;267 Rosemont Garden;Street Cut;New Construction;Kentucky American Water;04/23/2014;05/14/2014;Yes
 27164;04/09/2014;1919 Brynell Dr;Installation;Repair;Columbia Gas;04/02/2014;04/08/2014;No
 27165;04/09/2014;102 Brigadoon Pkwy;Installation;Maintenance;LFUCG-San Sewers (Water Quality);04/03/2014;04/24/2014;No
 27166;04/09/2014;1045 Brentwood Ct;Annual General Permit;Repair;Columbia Gas;06/06/2014;06/27/2014;No
 27167;04/09/2014;1600 Lakewood Dr;Installation;Repair;Columbia Gas;04/16/2014;05/07/2014;No
 27168;04/09/2014;1628 Brittany Ln;Annual General Permit;Repair;Columbia Gas;04/16/2014;05/07/2014;No
