CaseNo;Address_1;DateOpened_1;CaseType;OpenClosed;Status;StatusDate_1
20680836W                ;836 Winchester Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
14580157W17              ;157 Wittland Ln;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
20910107W                ;107 Withers Ave;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
15620407W5               ;407 Radcliffe Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/19/2013
30870113W11              ;113 Dantzler Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
20310124W7               ;124 Westwood Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
20300212W                ;212 Westwood Ct;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/03/2013
04430188W10              ;188 Colfax St;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
03470232-234W2           ;232-234 Catalpa Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
00180225-227W3           ;225-227 Albany Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
04650663W2               ;663 Cooper Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/05/2013
18601123W4               ;1123 Tatesbrook Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
22360891W                ;891 Jairus Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
13953655W11              ;3655 Niagara Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
00503247W2               ;3247 Aqueduct Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
18511325W                ;1325 Tanforan Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
18683785W2               ;3785 Temple Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
08930333W3               ;333 Harvard Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
14451300W5               ;1300 Ox Hill Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
19611316W                ;1316 Versie Ct;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
21401494W                ;1494 Summerhill Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2013
00232277W2               ;2277 Alexandria Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/16/2013
04931043W9               ;1043 Cross Keys Rd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
25394804W                ;4804 Firebrook Blvd;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/04/2013
07852107W3               ;2107 Georgian Way;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
15240447W4               ;447 Plymouth Dr;05/14/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
34792417W2               ;2417 Danby Woods Cir;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
13872024W2               ;2024 New Orleans Dr;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
35333017W                ;3017 Polo Club Blvd;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
34893384W2               ;3384 Pueblo Ct;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
26802242W                ;2242 Stonewood Ln;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
41166400W2               ;6400 Polo Club Ln;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
19440616W14              ;616 N Upper St;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
05672215W                ;2215 Dinsmore Dr;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/14/2013
35200219W6               ;219 Mousas Way;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
35200217W2               ;217 Mousas Way;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
28993180W2               ;3180 Stonecase Dr;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
40234361W                ;4361 Rivard Ln;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
36643812W2               ;3812 Horsemint Trl;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
21420969W                ;969 Darda Ct;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
14451308W2               ;1308 Ox Hill Dr;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
14451301W3               ;1301 Ox Hill Dr;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
21401498W                ;1498 Summerhill Dr;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/16/2013
05430868W2               ;868 Della Dr;05/14/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
14831057W                ;1057 Pennebaker Dr;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;05/28/2013
08011757W                ;1757 Gleneagles Dr;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/08/2013
12040526W10              ;526 E Loudon Ave;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
13440420W6               ;420 Morgan Ave;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
10290907W7               ;907 Journal Ave;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/12/2013
40072528W8               ;2528 Sun Seeker Ct;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/12/2013
18423306W2               ;3306 Tahoe Rd;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/15/2013
18683713W                ;3713 Temple Dr;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/18/2013
01391185W4               ;1185 Bay Meadows Dr;05/14/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/29/2013
02350754W5               ;754 Breathitt Ave;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;05/29/2013
16290381-385W4           ;381-385 Roosevelt Blvd;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;05/29/2013
20685654W5               ;5654 Winchester Rd;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/04/2013
12240721W11              ;721 Magoffin St;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/10/2013
15780809W                ;809 Raven Rd;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/13/2013
15823717W9               ;3717 Red River Dr;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/02/2013
10743549W5               ;3549 King Arthur Dr;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;05/31/2013
18953338W3               ;3338 Tisdale Dr;05/13/2013;Nuisance  ;Closed;Closed/Abated by City                             ;06/06/2013
07294013                 ;4013 Forest Green Dr;05/13/2013;Housing   ;Closed;Housing Closed w/Civil Penalty                    ;10/20/2014
07651200EMER             ;1200 Gainesway Dr;05/13/2013;Housing   ;Closed;BoardedUp/Closed                                  ;06/06/2013
06070000SIGNS6           ;Easthills Dr & Eureka Springs Dr;05/13/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/14/2013
27440000SIGNS4           ;Mapleleaf Dr & Man O War Blvd;05/13/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/14/2013
13600000SIGNS19          ;Mt Tabor Rd & Patchen Dr;05/13/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/14/2013
33640000SIGNS17          ;Pink Pigeon Pkwy & Vendor Way;05/13/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/14/2013
23570000SIGNS6           ;S Locust Hill Dr & Richmond Rd;05/13/2013;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/14/2013
00901612W                ;1612 Auburn Dr;05/13/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/14/2013
19292471W                ;2471 Tulsa Rd;05/13/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
16113640W8               ;3640 River Park Dr;05/13/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/13/2013
17523411W                ;3411 Spangler Dr;05/13/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
32710505W                ;505 Brook Farm Ct;05/13/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
21200446W                ;446 Yale Dr;05/13/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
17420120W3               ;120 Southpoint Dr;05/13/2013;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/15/2013
41101452W2               ;1452 Day Lily Dr;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/24/2013
16091880W6               ;1880 Rittenhouse Ct;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/28/2013
16091876W15              ;1876 Rittenhouse Ct;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/28/2013
03740925W4               ;925 Charles Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
02350790W4               ;790 Breathitt Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
03940739W                ;739 Chiles Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
20410737W6               ;737 Whitney Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
20410735W5               ;735 Whitney Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
29811693W3               ;1693 Atoma Dr;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
15861086W2               ;1086 Redwood Dr;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
15861070W2               ;1070 Redwood Dr;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
00690468W2               ;468 Ash St;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
00690458-466W2           ;458-466 Ash St;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
11650679W4               ;679 Lima Dr;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
07940455W3               ;455 Glen Arvin Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
05810411W3               ;411 Douglas Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/29/2013
07211463W                ;1463 N Forbes Rd;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/30/2013
16290411W3               ;411 Roosevelt Blvd;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;06/07/2013
00931925W                ;1925 Augusta Dr;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
26810897W6               ;897 Ridgebrook Rd;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/31/2013
09870156-158W3           ;156-158 Indiana Ave;05/13/2013;Nuisance  ;Closed;Closed Nuisance                                   ;05/28/2013
