CaseNo;Address_1;DateOpened_1;CaseType;OpenClosed;Status;StatusDate_1
19462880W10              ;2880 Uttinger Ln;06/03/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/06/2014
19462892W5               ;2892 Uttinger Ln;06/03/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/05/2014
06620108SIGNS            ;108 Esplanade;06/03/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/06/2014
19661261W12              ;1261 Village Dr;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/27/2014
13900229W7               ;229 Newcastle Ct;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/27/2014
17952187W4               ;2187 Stephens Ln;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/20/2014
00980401W5               ;401 Aylesford Pl;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/19/2014
06650722W7               ;722 Euclid Ave;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/19/2014
05941128W                ;1128 Dunbarton Ln;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/20/2014
21100206W                ;206 Woodspoint Rd;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/24/2014
14380230W5               ;230 Osage Ct;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/25/2014
31433459W2               ;3459 Spendthrift Way;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/27/2014
16830224W3               ;224 E Second St;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/23/2014
30400446W                ;446 Silver Maple Way;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/23/2014
16531312W                ;1312 Russell Cave Rd;06/03/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/27/2014
04731877                 ;1877 Courtland Dr;06/03/2014;Housing   ;Closed;Invalid Complaint                                 ;06/10/2014
04913672-5               ;3672 Crosby Dr;06/02/2014;Housing   ;Closed;Invalid Complaint                                 ;06/04/2014
14451304                 ;1304 Ox Hill Dr;06/02/2014;Housing   ;Closed;Invalid Complaint                                 ;06/04/2014
00180541                 ;541 Albany Rd;06/02/2014;Housing   ;Closed;Invalid Complaint                                 ;06/04/2014
03073764#1               ;3764 Camelot Dr #1;06/02/2014;Housing   ;Closed;Invalid Complaint                                 ;06/03/2014
32234060-2               ;4060 Iron Works Pike;06/02/2014;Housing   ;Closed;Invalid Complaint                                 ;06/10/2014
10111740#A3              ;1740 Jennifer Rd #A3;06/02/2014;Housing   ;Closed;Invalid Complaint                                 ;06/11/2014
21140680-2               ;680 Woodward Ln;06/02/2014;Housing   ;Closed;Invalid Complaint                                 ;06/03/2014
12361151W10              ;1151 Manchester St;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
07840851W6               ;851 Georgetown St;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/23/2014
00231253-1255W           ;1253-1255 Alexandria Dr;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/27/2014
00231248-1250W           ;1248-1250 Alexandria Dr;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/27/2014
35832788W7               ;2788 Stoney Park Ln;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/30/2014
11810636W10              ;636 Lisa Ct;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/17/2014
04691856W10              ;1856 Costigan Dr;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
30680610W20              ;610 Dreamland Dr;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/23/2014
17930221W16              ;221 State St;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
19840207W7               ;207 Waller Ave;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
16900764W2               ;764 E Seventh St;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
06080201-203W2           ;201-203 Eastern Ave;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
06080184W3               ;184 Eastern Ave;06/02/2014;Nuisance  ;Closed;Closed Nuisance                                   ;07/21/2014
20170623W                ;623 Wells Ct;06/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/03/2014
06870813W2               ;813 Farra Ct;06/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/04/2014
07300222W5               ;222 Forest Park Rd;06/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/02/2014
19430224W6               ;224 University Ave;06/02/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/03/2014
35702145W2               ;2145 Shaker Run Rd;06/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;06/20/2014
09651240W8               ;1240 Hot Springs Ct;06/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;06/30/2014
10361172W4               ;1172 Kalone Way;06/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;10/08/2014
13380682W8               ;682 Montgomery Ave;06/02/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;07/21/2014
24742111W                ;2111 Stedman Dr;06/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;08/05/2014
10290923W4               ;923 Journal Ave;06/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/23/2014
06080207W9               ;207 Eastern Ave;06/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;07/02/2014
08990457W6               ;457 Hawkins Ave;06/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;07/02/2014
06080209W                ;209 Eastern Ave;06/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;07/28/2014
06080211W8               ;211 Eastern Ave;06/02/2014;Nuisance  ;Closed;Closed/Abated by City                             ;08/07/2014
32061657#5-3             ;1657 Maywick View Ln #5;06/02/2014;Housing   ;Closed;Closed/Cancelled-No Response from Tenant          ;06/10/2014
05672200#104-3           ;2200 Dinsmore Dr #104;06/02/2014;Housing   ;Closed;Closed/Cancelled-No Response from Tenant          ;06/06/2014
12512009-3               ;2009 Mark Ave;06/02/2014;Housing   ;Closed;Closed/Cancelled-No Response from Tenant          ;06/05/2014
13581409EMER             ;1409 Mt Rainier Dr;06/02/2014;Housing   ;Closed;BoardedUp/Closed                                  ;07/16/2014
35840201W                ;201 Trailwood Ln;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/05/2014
00231913W9               ;1913 Alexandria Dr;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
00430579581W12           ;579 Anniston Dr;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
02671790W                ;1790 Bryan Station Rd;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
44570474W                ;474 Pilgrim Ct;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
03951073W                ;1073 Chinoe Rd;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
05941124W                ;1124 Dunbarton Ln;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
16780600W                ;600 Sayre Ave;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
40240660W2               ;660 Vonbryan Trce;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
02882408W6               ;2408 Butternut Hill Ct;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
11601012W                ;1012 Liberty Rd #A;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/03/2014
09090172W2               ;172 Hedgewood Ct;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/09/2014
21420929W                ;929 Darda Ct;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
30714352W                ;4352 Brookridge Dr;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
21453428W2               ;3428 Fox Dr;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
02733565W3               ;3565 Buckhorn Dr;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
08923301W2               ;3301 Hartston Dr;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
16463308W4               ;3308 Royal Wood Rd;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
03460267W11              ;267 Castlewood Dr;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
21280148-150W6           ;148 York St;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
21280140W5               ;140 York St;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
15700241W5               ;241 Rand Ave;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
19890675W17              ;675 N Martin Luther King Blvd;06/02/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
34071010                 ;1010 Monarch St;06/02/2014;Housing   ;Closed;Resolved Complaint                                ;06/03/2014
15033090EMER             ;3090 Pimlico Pkwy;06/02/2014;Housing   ;Closed;Closed Out                                        ;07/21/2014
22650481EMER             ;481 Whispering Hills Dr;06/02/2014;Housing   ;Closed;Closed Out                                        ;06/13/2014
15850420#905             ;420 Redding Rd #905;06/02/2014;Housing   ;Closed;Closed Out                                        ;07/24/2014
14820144                 ;144 Penmoken Park;06/02/2014;Housing   ;Closed;Closed Out                                        ;09/11/2014
16920444                 ;444 Severn Way;06/02/2014;Housing   ;Closed;Closed Out                                        ;10/13/2014
02500568#15              ;568 N Broadway #15;06/02/2014;Housing   ;Closed;Closed Out                                        ;07/21/2014
06080184-2               ;184 Eastern Ave;06/02/2014;Housing   ;Closed;Closed Out                                        ;09/23/2014
21280148                 ;148 York St Aka 148-150 York St;06/02/2014;Housing   ;Closed;Closed Out                                        ;09/30/2014
06001881                 ;1881 Dunkirk Dr;06/02/2014;Housing   ;Closed;Closed Out                                        ;08/12/2014
18590000SIGNS148         ;0 Tates Creek Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
13970000SIGNS135         ;0 Nicholasville Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
17470000SIGNS58          ;0 Southland Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
08860000SIGNS133         ;0 Harrodsburg Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
16010000SIGNS129         ;0 Richmond Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
19840000SIGNS26          ;0 Waller Ave;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
12300000SIGNS10          ;0 Malabu Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
04170000SIGNS98          ;0 Clays Mill Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
21640000SIGNS81          ;0 Alumni Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
14660000SIGNS22          ;0 Pasadena Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
07040000SIGNS3           ;0 Fincastle Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
11250000SIGNS27          ;0 Lansdowne Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
07200000SIGNS27          ;0 Fontaine Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
02510000SIGNS17          ;0 S Broadway;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
03950000SIGNS28          ;0 Chinoe Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
15890000SIGNS8           ;0 Regency Rd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
33710000SIGNS2           ;0 Regal Ln;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
20530000SIGNS2           ;0 Wilhite Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
04470000SIGNS            ;0 Colony Blvd;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
38330000SIGNS2           ;0 W New Circle Ramp;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
15790000SIGNS            ;0 Rebecca Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
12000000SIGNS2           ;0 Longview Dr;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
06380000SIGNS3           ;0 Elizabeth St;05/31/2014;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;05/31/2014
09320964W6               ;964 Highland Park Dr;05/30/2014;Nuisance  ;Closed;Closed/Abated by City                             ;07/02/2014
33680006W3               ;6 Queen Ave;05/30/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/02/2014
33680007W                ;7 Queen Ave;05/30/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/02/2014
38673855W4               ;3855 Lochdale Ter #1104;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
01890622W3               ;622 Bishop Dr;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;07/08/2014
19130372W17              ;372 Transylvania Park;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/19/2014
26220324W2               ;324 Forest Hill Dr;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
28153664W                ;3664 Iron Lace Dr;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/30/2014
11200452W                ;452 Lancelot Ln;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
23113649W18              ;3649 Arbor Dr;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;07/02/2014
21630811W7               ;811 Shelby Ave;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
03270151W7               ;151 Carlisle Ave;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
01940349W4               ;349 Blackburn Ave Aka 349-371 Blackburn Ave;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
12240705W4               ;705 Magoffin St;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
16830220W                ;220 E Second St;05/30/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/23/2014
09320964-4               ;964 Highland Park Dr;05/30/2014;Housing   ;Closed;Closed Out                                        ;09/11/2014
19013200#901             ;3200 Todds Rd #901;05/30/2014;Housing   ;Closed;Closed Out                                        ;07/16/2014
11210914W3               ;914 Lane Allen Rd;05/30/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
16920444W3               ;444 Severn Way;05/30/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/25/2014
32420689W4               ;689 Smugglers Notch Dr;05/30/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/04/2014
29660313W2W              ;313 Shadow Glen Ct;05/30/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;07/10/2014
13253208W                ;3208 Mirror Lake Dr;05/30/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/05/2014
03910101W2               ;101 Chestnut St;05/30/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
38673855#1104            ;3855 Lochdale Ter #1104;05/30/2014;Housing   ;Closed;Invalid Complaint                                 ;06/03/2014
02500516#4-2             ;516 N Broadway #4;05/30/2014;Housing   ;Closed;Invalid Complaint                                 ;05/30/2014
09440353                 ;353 Hillsboro Ave;05/29/2014;Housing   ;Closed;Invalid Complaint                                 ;06/10/2014
29620788W                ;788 Orlean Cir;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
27791171W2               ;1171 Devonport Cir;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
00231254W2               ;1254 Alexandria Dr;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
02722565W                ;2565 Buck Ln;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/05/2014
10871999W15              ;1999 Knight Ln;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/05/2014
12512037W13              ;2037 Mark Ave;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/05/2014
12512008W2               ;2008 Mark Ave;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/05/2014
39800233W5               ;233 Ferndale Pass;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;07/11/2014
12140987W                ;987 Lynn Rd;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
32420637W                ;637 Smugglers Notch Dr;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
15040224W2               ;224 Pin Oak Dr;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
38443306W4               ;3306 Tahoe Dr;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
09651260W                ;1260 Hot Springs Ct;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
18511305W2               ;1305 Tanforan Dr;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
07030211W2               ;211 W Fifth St;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
13840254W                ;254 E New Circle Rd;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
12850401W6               ;401 Meadow Park;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
06470635W35              ;635 Elm Tree Ln;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
19950846W4               ;846 Warfield Pl;05/29/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/30/2014
09563536                 ;3536 Honey Jay Ct;05/29/2014;Housing   ;Closed;Resolved Complaint                                ;05/30/2014
14403384                 ;3384 Otter Creek Dr;05/29/2014;Housing   ;Closed;Closed Out                                        ;07/21/2014
18790545-4               ;545 E Third St;05/29/2014;Housing   ;Closed;Closed Out                                        ;11/04/2014
14461825-3               ;1825 Oxford Cir;05/29/2014;Housing   ;Closed;Closed Out                                        ;07/08/2014
19601510#G75             ;1510 Versailles Rd #G75;05/29/2014;Housing   ;Closed;Closed Out                                        ;07/25/2014
09300859-3               ;859 W High St;05/29/2014;Housing   ;Closed;Closed Out                                        ;08/13/2014
13581409-2               ;1409 Mt Rainier Dr;05/29/2014;Housing   ;Closed;Closed Out                                        ;09/30/2014
16160424W                ;424 Robertson St;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/11/2014
17560445W7               ;445 Speigle St;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/11/2014
17560432W                ;432 Speigle St;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/11/2014
10061020W7               ;1020 Jane St;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/11/2014
37960519W2               ;519 Parsley Dr;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
17560436W3               ;436 Speigle St;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/19/2014
35832781W                ;2781 Stoney Park Ln;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/30/2014
01461814W2               ;1814 Beacon Hill Rd;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
27433636W4               ;3636 Cottage Cir;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;07/01/2014
08871697W                ;1697 Harrogate Rd;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
18030510W                ;510 Stonehaven Dr;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/30/2014
06650704W2               ;704 Euclid Ave;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/17/2014
16270300W12              ;300 Romany Rd;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/14/2014
01180216W3               ;216 Barberry Ln;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
14403384W3               ;3384 Otter Creek Dr;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
06470416W3               ;416 Elm Tree Ln;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
05100745W19              ;745 Dakota St;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
12040661W15              ;661 E Loudon Ave;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
09331440W2               ;1440 Highlawn Ave;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
06470615W19              ;615 Elm Tree Ln;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
14200430W3               ;430 Ohio St;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/23/2014
11660535W14              ;535 N Limestone;05/29/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/23/2014
04890493W15              ;493 Cromwell Way;05/29/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/02/2014
28590312W6               ;312 Turfway Dr;05/29/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/30/2014
17451321W                ;1321 Southern Ave;05/29/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/02/2014
09910202W4               ;202 Inverness Dr;05/29/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/29/2014
00361116W                ;1116 Anderson St;05/29/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/16/2014
17560453W7               ;453 Speigle St;05/29/2014;Nuisance  ;Closed;Closed/Abated by City                             ;06/13/2014
41972413W3               ;2413 Gooseberry Cir;05/29/2014;Nuisance  ;Closed;Closed/Abated by City                             ;07/02/2014
01101855W4               ;1855 Balfour Dr;05/29/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;07/16/2014
13971907W7               ;1907 Nicholasville Rd;05/29/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;06/16/2014
14600425W14              ;425 Park Ave;05/29/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;06/23/2014
13581429W7               ;1429 Mt Rainier Dr;05/29/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;10/08/2014
12721060W12              ;1060 Maywick Dr;05/28/2014;Nuisance  ;Closed;Nuisance Closed w/Civil Penalty                   ;06/13/2014
08862021W16              ;2021 Harrodsburg Rd;05/28/2014;Nuisance  ;Closed;Closed/Abated by City                             ;07/07/2014
14353590W4               ;3590 Olympia Rd;05/28/2014;Nuisance  ;Closed;Closed/Abated by City                             ;07/07/2014
01873438W6               ;3438 Birkenhead Dr;05/28/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;05/29/2014
18592725W3               ;2725 Tates Creek Rd;05/28/2014;Nuisance  ;Closed;Nuisance Resolved w/o Notice/Order                ;06/02/2014
06460429W21              ;429 Elm St;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
01851069W                ;1069 Birch Dr;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
07840463W5               ;463 Georgetown St;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
07834134W3               ;4134 Georgetown Rd;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
01640761W6               ;761 Bennett Ave;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
18701692-1694W2          ;1692-1694 Hill View Pl;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
38650585W                ;585 Townsend Ridge;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
08862033W17              ;2033 Harrodsburg Rd;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;10/08/2014
08862195W12              ;2195 Harrodsburg Rd;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;10/08/2014
25032084W3               ;2084 Call Dr;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
34760640W4               ;640 Danby Woods Dr;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
09771429W4               ;1429 Huntsville Dr;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
06650500-502W5           ;500-502 Euclid Ave;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/17/2014
06650506W14              ;506 Euclid Ave;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/17/2014
24570276W                ;276 Old Mt Tabor Rd;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
07202017W3               ;2017 Fontaine Rd;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/16/2014
12300263W2               ;263 Malabu Dr;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/18/2014
38510896W                ;896 Lauderdale Dr;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/10/2014
27244300W                ;4300 Clearwater Way;05/28/2014;Nuisance  ;Closed;Closed Nuisance                                   ;06/13/2014
07280136S                ;136 Forest Ave;05/28/2014;Housing   ;Closed;Closed Out                                        ;07/15/2014
02500154S                ;154 N Broadway;05/28/2014;Housing   ;Closed;Closed Out                                        ;11/14/2014
12260641S2               ;641 E Main St;05/28/2014;Housing   ;Closed;Closed Out                                        ;11/20/2014
12300175#6               ;175 Malabu Dr #6;05/28/2014;Housing   ;Closed;Closed Out                                        ;07/08/2014
15040230-232-2           ;230-232 Pin Oak Dr;05/28/2014;Housing   ;Closed;Closed Out                                        ;07/08/2014
17480222#3               ;222 Southport Dr #3 (Aka 224 Southport);05/28/2014;Housing   ;Closed;Closed Out                                        ;09/10/2014
16881348                 ;1348 Sequoia Dr;05/28/2014;Housing   ;Closed;Closed Out                                        ;10/01/2014
16000331S                ;331 Richmond Ave;05/28/2014;Housing   ;Open  ;Notice/Order Issued                               ;05/29/2014
41832240W                ;2240 Polk Ln;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
41832245W                ;2245 Polk Ln;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
41832244W                ;2244 Polk Ln;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/28/2014
00232120W                ;2120 Alexandria Dr;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
13050587W17              ;587 Merrimac Dr;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
18953334W                ;3334 Tisdale Dr;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
40950476W                ;476 Andover Creek Ln;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;06/02/2014
19330944W                ;944 Turkey Foot Rd;05/28/2014;Nuisance  ;Closed;Invalid Nuisance                                  ;05/29/2014
